"Run 1: Time (s)","Run 1: Force 1 (N)","Run 1: Force 2 (N)","Run 1: Force 3 (N)","Run 1: Force 4 (N)","Run 1: Total Force (N)"
6594,283.27,703.3,311.36,372.41,1670.34
6596,283.27,703.3,311.36,372.41,1670.34
6598,284.49,704.52,310.13,372.41,1671.55
6600,284.49,703.3,310.13,372.41,1670.33
6602,283.27,704.52,310.13,372.41,1670.33
6604,283.27,703.3,310.13,371.18,1667.88
6606,284.49,703.3,311.36,372.41,1671.56
6608,283.27,704.52,311.36,372.41,1671.56
6610,284.49,704.52,311.36,371.18,1671.55
6612,284.49,704.52,310.13,372.41,1671.55
6614,284.49,704.52,311.36,371.18,1671.55
6616,284.49,704.52,311.36,372.41,1672.78
6618,283.27,704.52,311.36,372.41,1671.56
6620,283.27,704.52,311.36,372.41,1671.56
6622,284.49,704.52,311.36,373.63,1674
6624,283.27,704.52,310.13,373.63,1671.55
6626,284.49,703.3,312.58,373.63,1674
6628,284.49,705.74,313.8,374.85,1678.88
6630,284.49,705.74,313.8,376.07,1680.1
6632,284.49,705.74,312.58,374.85,1677.66
6634,285.71,706.96,313.8,374.85,1681.32
6636,284.49,705.74,315.02,376.07,1681.32
6638,285.71,705.74,313.8,374.85,1680.1
6640,285.71,706.96,313.8,376.07,1682.54
6642,285.71,706.96,313.8,374.85,1681.32
6644,284.49,705.74,313.8,374.85,1678.88
6646,285.71,706.96,313.8,376.07,1682.54
6648,285.71,705.74,315.02,376.07,1682.54
6650,284.49,705.74,312.58,377.29,1680.1
6652,285.71,706.96,313.8,376.07,1682.54
6654,284.49,705.74,313.8,376.07,1680.1
6656,285.71,705.74,313.8,377.29,1682.54
6658,285.71,705.74,313.8,376.07,1681.32
6660,285.71,705.74,312.58,376.07,1680.1
6662,285.71,705.74,312.58,377.29,1681.32
6664,285.71,705.74,313.8,374.85,1680.1
6666,285.71,705.74,313.8,374.85,1680.1
6668,285.71,705.74,312.58,376.07,1680.1
6670,285.71,705.74,313.8,376.07,1681.32
6672,285.71,706.96,312.58,374.85,1680.1
6674,285.71,705.74,313.8,374.85,1680.1
6676,285.71,705.74,313.8,374.85,1680.1
6678,284.49,705.74,313.8,376.07,1680.1
6680,284.49,706.96,313.8,376.07,1681.32
6682,284.49,705.74,313.8,377.29,1681.32
6684,284.49,706.96,315.02,377.29,1683.76
6686,283.27,702.08,312.58,374.85,1672.78
6688,285.71,705.74,313.8,377.29,1682.54
6690,284.49,705.74,313.8,377.29,1681.32
6692,284.49,706.96,315.02,376.07,1682.54
6694,284.49,706.96,315.02,377.29,1683.76
6696,284.49,705.74,315.02,376.07,1681.32
6698,284.49,705.74,315.02,374.85,1680.1
6700,283.27,706.96,315.02,377.29,1682.54
6702,284.49,705.74,313.8,376.07,1680.1
6704,284.49,703.3,313.8,378.51,1680.1
6706,284.49,704.52,312.58,373.63,1675.22
6708,284.49,703.3,311.36,374.85,1674
6710,283.27,703.3,312.58,374.85,1674
6712,283.27,704.52,311.36,373.63,1672.78
6714,284.49,704.52,311.36,374.85,1675.22
6716,284.49,704.52,313.8,376.07,1678.88
6718,284.49,704.52,312.58,373.63,1675.22
6720,284.49,703.3,311.36,374.85,1674
6722,284.49,704.52,311.36,374.85,1675.22
6724,284.49,704.52,311.36,373.63,1674
6726,283.27,704.52,311.36,374.85,1674
6728,284.49,704.52,312.58,373.63,1675.22
6730,284.49,703.3,312.58,373.63,1674
6732,283.27,703.3,312.58,374.85,1674
6734,284.49,703.3,311.36,373.63,1672.78
6736,284.49,703.3,315.02,377.29,1680.1
6738,284.49,704.52,311.36,374.85,1675.22
6740,284.49,703.3,311.36,373.63,1672.78
6742,284.49,703.3,311.36,374.85,1674
6744,284.49,703.3,312.58,373.63,1674
6746,283.27,702.08,313.8,374.85,1674
6748,284.49,703.3,312.58,374.85,1675.22
6750,284.49,703.3,311.36,373.63,1672.78
6752,284.49,703.3,311.36,374.85,1674
6754,284.49,703.3,311.36,373.63,1672.78
6756,284.49,703.3,311.36,373.63,1672.78
6758,284.49,703.3,311.36,373.63,1672.78
6760,284.49,703.3,311.36,374.85,1674
6762,284.49,704.52,312.58,374.85,1676.44
6764,284.49,703.3,310.13,376.07,1673.99
6766,284.49,704.52,311.36,373.63,1674
6768,284.49,703.3,310.13,374.85,1672.77
6770,284.49,703.3,311.36,376.07,1675.22
6772,284.49,704.52,311.36,373.63,1674
6774,284.49,703.3,311.36,373.63,1672.78
6776,284.49,703.3,312.58,373.63,1674
6778,284.49,703.3,310.13,376.07,1673.99
6780,283.27,702.08,313.8,378.51,1677.66
6782,284.49,705.74,311.36,374.85,1676.44
6784,283.27,705.74,311.36,374.85,1675.22
6786,284.49,703.3,311.36,373.63,1672.78
6788,284.49,704.52,312.58,374.85,1676.44
6790,284.49,705.74,311.36,373.63,1675.22
6792,284.49,703.3,311.36,373.63,1672.78
6794,283.27,704.52,311.36,374.85,1674
6796,284.49,704.52,311.36,373.63,1674
6798,283.27,703.3,311.36,374.85,1672.78
6800,284.49,703.3,312.58,374.85,1675.22
6802,285.71,703.3,311.36,373.63,1674
6804,283.27,704.52,311.36,374.85,1674
6806,284.49,703.3,311.36,373.63,1672.78
6808,284.49,704.52,311.36,373.63,1674
6810,284.49,704.52,311.36,374.85,1675.22
6812,284.49,703.3,311.36,373.63,1672.78
6814,284.49,703.3,311.36,373.63,1672.78
6816,284.49,704.52,310.13,374.85,1673.99
6818,284.49,703.3,311.36,373.63,1672.78
6820,284.49,703.3,311.36,374.85,1674
6822,284.49,704.52,311.36,373.63,1674
6824,284.49,703.3,311.36,372.41,1671.56
6826,284.49,704.52,310.13,373.63,1672.77
6828,283.27,704.52,311.36,372.41,1671.56
6830,284.49,703.3,311.36,374.85,1674
6832,284.49,703.3,310.13,373.63,1671.55
6834,283.27,703.3,311.36,373.63,1671.56
6836,284.49,703.3,311.36,374.85,1674
6838,283.27,704.52,311.36,374.85,1674
6840,284.49,703.3,311.36,373.63,1672.78
6842,283.27,703.3,311.36,374.85,1672.78
6844,284.49,704.52,311.36,374.85,1675.22
6846,284.49,704.52,311.36,373.63,1674
6848,284.49,703.3,311.36,374.85,1674
6850,283.27,703.3,311.36,373.63,1671.56
6852,284.49,702.08,310.13,374.85,1671.55
6854,283.27,704.52,311.36,374.85,1674
6856,284.49,703.3,311.36,374.85,1674
6858,284.49,703.3,311.36,374.85,1674
6860,284.49,704.52,311.36,374.85,1675.22
6862,284.49,703.3,311.36,373.63,1672.78
6864,283.27,703.3,311.36,373.63,1671.56
6866,284.49,704.52,311.36,374.85,1675.22
6868,284.49,703.3,311.36,374.85,1674
6870,284.49,704.52,311.36,373.63,1674
6872,283.27,704.52,311.36,373.63,1672.78
6874,284.49,704.52,311.36,373.63,1674
6876,283.27,703.3,311.36,373.63,1671.56
6878,283.27,704.52,312.58,373.63,1674
6880,284.49,704.52,311.36,372.41,1672.78
6882,283.27,704.52,312.58,373.63,1674
6884,284.49,704.52,311.36,374.85,1675.22
6886,284.49,704.52,311.36,373.63,1674
6888,284.49,704.52,310.13,376.07,1675.21
6890,283.27,704.52,311.36,374.85,1674
6892,284.49,704.52,312.58,373.63,1675.22
6894,284.49,703.3,311.36,374.85,1674
6896,283.27,704.52,311.36,373.63,1672.78
6898,284.49,704.52,311.36,373.63,1674
6900,283.27,703.3,311.36,376.07,1674
6902,283.27,703.3,312.58,374.85,1674
6904,284.49,703.3,310.13,373.63,1671.55
6906,283.27,705.74,311.36,374.85,1675.22
6908,284.49,704.52,311.36,373.63,1674
6910,283.27,704.52,311.36,374.85,1674
6912,284.49,703.3,311.36,374.85,1674
6914,284.49,704.52,311.36,373.63,1674
6916,283.27,704.52,311.36,373.63,1672.78
6918,283.27,704.52,311.36,374.85,1674
6920,283.27,703.3,311.36,373.63,1671.56
6922,284.49,704.52,311.36,374.85,1675.22
6924,283.27,704.52,312.58,373.63,1674
6926,283.27,704.52,312.58,374.85,1675.22
6928,283.27,703.3,312.58,374.85,1674
6930,284.49,704.52,311.36,373.63,1674
6932,284.49,703.3,311.36,374.85,1674
6934,284.49,704.52,312.58,373.63,1675.22
6936,284.49,704.52,311.36,374.85,1675.22
6938,282.05,704.52,312.58,374.85,1674
6940,283.27,704.52,312.58,374.85,1675.22
6942,283.27,703.3,312.58,374.85,1674
6944,283.27,704.52,311.36,374.85,1674
6946,284.49,704.52,311.36,372.41,1672.78
6948,283.27,703.3,311.36,373.63,1671.56
6950,283.27,704.52,311.36,373.63,1672.78
6952,283.27,703.3,311.36,374.85,1672.78
6954,283.27,703.3,311.36,373.63,1671.56
6956,284.49,704.52,311.36,374.85,1675.22
6958,284.49,704.52,311.36,373.63,1674
6960,283.27,702.08,311.36,373.63,1670.34
6962,284.49,704.52,311.36,373.63,1674
6964,284.49,704.52,312.58,373.63,1675.22
6966,283.27,704.52,311.36,374.85,1674
6968,284.49,704.52,312.58,373.63,1675.22
6970,284.49,703.3,311.36,373.63,1672.78
6972,283.27,704.52,310.13,373.63,1671.55
6974,284.49,703.3,311.36,373.63,1672.78
6976,283.27,703.3,311.36,374.85,1672.78
6978,283.27,704.52,311.36,374.85,1674
6980,283.27,703.3,311.36,373.63,1671.56
6982,283.27,704.52,312.58,373.63,1674
6984,283.27,704.52,312.58,374.85,1675.22
6986,283.27,703.3,311.36,373.63,1671.56
6988,283.27,704.52,311.36,373.63,1672.78
6990,283.27,704.52,312.58,373.63,1674
6992,283.27,703.3,311.36,373.63,1671.56
6994,283.27,705.74,312.58,373.63,1675.22
6996,284.49,704.52,311.36,374.85,1675.22
6998,283.27,703.3,311.36,374.85,1672.78
7000,283.27,704.52,311.36,374.85,1674
7002,284.49,704.52,311.36,372.41,1672.78
7004,283.27,704.52,312.58,374.85,1675.22
7006,284.49,703.3,311.36,373.63,1672.78
7008,284.49,703.3,311.36,373.63,1672.78
7010,283.27,704.52,311.36,374.85,1674
7012,283.27,703.3,311.36,373.63,1671.56
7014,283.27,704.52,312.58,373.63,1674
7016,283.27,704.52,311.36,374.85,1674
7018,284.49,703.3,312.58,373.63,1674
7020,283.27,703.3,311.36,373.63,1671.56
7022,283.27,703.3,312.58,373.63,1672.78
7024,283.27,703.3,311.36,373.63,1671.56
7026,283.27,704.52,312.58,374.85,1675.22
7028,283.27,704.52,312.58,373.63,1674
7030,284.49,703.3,311.36,374.85,1674
7032,283.27,704.52,311.36,374.85,1674
7034,283.27,703.3,312.58,373.63,1672.78
7036,284.49,704.52,312.58,374.85,1676.44
7038,283.27,703.3,311.36,373.63,1671.56
7040,283.27,704.52,311.36,372.41,1671.56
7042,283.27,706.96,311.36,374.85,1676.44
7044,284.49,706.96,312.58,373.63,1677.66
7046,285.71,705.74,312.58,374.85,1678.88
7048,284.49,705.74,312.58,376.07,1678.88
7050,285.71,706.96,312.58,374.85,1680.1
7052,284.49,706.96,311.36,374.85,1677.66
7054,285.71,706.96,313.8,374.85,1681.32
7056,285.71,706.96,311.36,373.63,1677.66
7058,284.49,705.74,312.58,376.07,1678.88
7060,284.49,704.52,311.36,372.41,1672.78
7062,283.27,704.52,311.36,374.85,1674
7064,283.27,704.52,311.36,374.85,1674
7066,284.49,704.52,311.36,374.85,1675.22
7068,283.27,705.74,311.36,374.85,1675.22
7070,284.49,705.74,311.36,373.63,1675.22
7072,284.49,704.52,311.36,373.63,1674
7074,284.49,704.52,311.36,376.07,1676.44
7076,283.27,703.3,312.58,373.63,1672.78
7078,284.49,704.52,310.13,373.63,1672.77
7080,284.49,704.52,311.36,376.07,1676.44
7082,284.49,704.52,311.36,374.85,1675.22
7084,284.49,703.3,310.13,374.85,1672.77
7086,284.49,704.52,311.36,373.63,1674
7088,285.71,702.08,311.36,376.07,1675.22
7090,284.49,703.3,311.36,374.85,1674
7092,284.49,704.52,311.36,374.85,1675.22
7094,284.49,704.52,311.36,374.85,1675.22
7096,284.49,702.08,310.13,374.85,1671.55
7098,284.49,704.52,311.36,376.07,1676.44
7100,284.49,703.3,311.36,373.63,1672.78
7102,284.49,703.3,311.36,373.63,1672.78
7104,283.27,704.52,311.36,374.85,1674
7106,283.27,704.52,311.36,374.85,1674
7108,283.27,704.52,311.36,374.85,1674
7110,284.49,704.52,311.36,374.85,1675.22
7112,284.49,704.52,311.36,374.85,1675.22
7114,284.49,704.52,311.36,374.85,1675.22
7116,284.49,704.52,311.36,374.85,1675.22
7118,284.49,704.52,311.36,374.85,1675.22
7120,284.49,704.52,312.58,374.85,1676.44
7122,284.49,704.52,311.36,374.85,1675.22
7124,283.27,704.52,311.36,373.63,1672.78
7126,283.27,704.52,311.36,373.63,1672.78
7128,284.49,704.52,311.36,373.63,1674
7130,283.27,705.74,311.36,373.63,1674
7132,284.49,704.52,311.36,373.63,1674
7134,284.49,704.52,311.36,372.41,1672.78
7136,283.27,704.52,311.36,374.85,1674
7138,284.49,704.52,312.58,373.63,1675.22
7140,285.71,704.52,310.13,373.63,1673.99
7142,283.27,704.52,310.13,374.85,1672.77
7144,283.27,703.3,312.58,374.85,1674
7146,283.27,705.74,313.8,374.85,1677.66
7148,283.27,703.3,312.58,374.85,1674
7150,284.49,705.74,312.58,373.63,1676.44
7152,284.49,705.74,312.58,373.63,1676.44
7154,284.49,705.74,312.58,372.41,1675.22
7156,284.49,705.74,312.58,373.63,1676.44
7158,284.49,705.74,312.58,374.85,1677.66
7160,284.49,704.52,312.58,374.85,1676.44
7162,283.27,705.74,311.36,373.63,1674
7164,284.49,705.74,311.36,373.63,1675.22
7166,284.49,705.74,312.58,373.63,1676.44
7168,284.49,705.74,312.58,374.85,1677.66
7170,285.71,706.96,311.36,373.63,1677.66
7172,284.49,703.3,311.36,374.85,1674
7174,284.49,705.74,312.58,374.85,1677.66
7176,283.27,704.52,312.58,373.63,1674
7178,284.49,704.52,312.58,374.85,1676.44
7180,284.49,704.52,312.58,374.85,1676.44
7182,284.49,704.52,312.58,373.63,1675.22
7184,283.27,704.52,311.36,374.85,1674
7186,284.49,704.52,311.36,373.63,1674
7188,284.49,704.52,313.8,373.63,1676.44
7190,283.27,704.52,311.36,374.85,1674
7192,283.27,704.52,312.58,373.63,1674
7194,284.49,704.52,312.58,374.85,1676.44
7196,284.49,704.52,312.58,374.85,1676.44
7198,284.49,704.52,312.58,373.63,1675.22
7200,283.27,704.52,312.58,373.63,1674
7202,284.49,704.52,313.8,373.63,1676.44
7204,284.49,704.52,312.58,373.63,1675.22
7206,283.27,704.52,312.58,374.85,1675.22
7208,284.49,705.74,312.58,374.85,1677.66
7210,284.49,705.74,312.58,374.85,1677.66
7212,283.27,704.52,311.36,374.85,1674
7214,283.27,704.52,313.8,374.85,1676.44
7216,284.49,704.52,311.36,374.85,1675.22
7218,283.27,705.74,313.8,374.85,1677.66
7220,283.27,705.74,312.58,373.63,1675.22
7222,283.27,705.74,311.36,372.41,1672.78
7224,283.27,705.74,312.58,373.63,1675.22
7226,283.27,705.74,312.58,374.85,1676.44
7228,284.49,705.74,311.36,374.85,1676.44
7230,282.05,705.74,312.58,373.63,1674
7232,282.05,708.18,313.8,368.74,1672.77
7234,283.27,705.74,313.8,376.07,1678.88
7236,284.49,705.74,315.02,377.29,1682.54
7238,283.27,709.4,312.58,376.07,1681.32
7240,284.49,705.74,315.02,374.85,1680.1
7242,280.83,713.06,319.9,367.52,1681.31
7244,283.27,711.84,313.8,373.63,1682.54
7246,284.49,704.52,316.24,373.63,1678.88
7248,280.83,700.85,316.24,376.07,1673.99
7250,280.83,706.96,313.8,371.18,1672.77
7252,280.83,708.18,315.02,371.18,1675.21
7254,282.05,708.18,313.8,371.18,1675.21
7256,282.05,709.4,313.8,371.18,1676.43
7258,282.05,708.18,313.8,372.41,1676.44
7260,282.05,708.18,313.8,371.18,1675.21
7262,282.05,706.96,313.8,372.41,1675.22
7264,282.05,708.18,315.02,372.41,1677.66
7266,282.05,708.18,315.02,371.18,1676.43
7268,280.83,709.4,315.02,372.41,1677.66
7270,282.05,706.96,313.8,372.41,1675.22
7272,282.05,709.4,313.8,372.41,1677.66
7274,282.05,708.18,315.02,372.41,1677.66
7276,282.05,706.96,315.02,372.41,1676.44
7278,282.05,708.18,315.02,372.41,1677.66
7280,282.05,708.18,315.02,371.18,1676.43
7282,282.05,706.96,315.02,371.18,1675.21
7284,282.05,708.18,315.02,371.18,1676.43
7286,283.27,706.96,315.02,371.18,1676.43
7288,282.05,708.18,313.8,369.96,1673.99
7290,282.05,706.96,313.8,371.18,1673.99
7292,282.05,709.4,315.02,371.18,1677.65
7294,282.05,708.18,315.02,371.18,1676.43
7296,282.05,706.96,313.8,371.18,1673.99
7298,282.05,708.18,315.02,372.41,1677.66
7300,282.05,708.18,313.8,372.41,1676.44
7302,280.83,706.96,315.02,372.41,1675.22
7304,282.05,706.96,315.02,371.18,1675.21
7306,282.05,706.96,313.8,372.41,1675.22
7308,282.05,706.96,315.02,371.18,1675.21
7310,282.05,708.18,315.02,371.18,1676.43
7312,282.05,708.18,315.02,372.41,1677.66
7314,282.05,706.96,315.02,371.18,1675.21
7316,282.05,708.18,313.8,372.41,1676.44
7318,282.05,708.18,315.02,371.18,1676.43
7320,282.05,706.96,315.02,372.41,1676.44
7322,282.05,708.18,313.8,372.41,1676.44
7324,282.05,708.18,315.02,372.41,1677.66
7326,282.05,710.62,316.24,373.63,1682.54
7328,283.27,708.18,315.02,373.63,1680.1
7330,283.27,710.62,316.24,371.18,1681.31
7332,282.05,710.62,316.24,372.41,1681.32
7334,283.27,710.62,316.24,371.18,1681.31
7336,283.27,709.4,316.24,369.96,1678.87
7338,282.05,706.96,313.8,372.41,1675.22
7340,282.05,706.96,315.02,372.41,1676.44
7342,282.05,708.18,315.02,371.18,1676.43
7344,282.05,708.18,315.02,372.41,1677.66
7346,280.83,708.18,316.24,372.41,1677.66
7348,282.05,706.96,315.02,371.18,1675.21
7350,282.05,709.4,316.24,369.96,1677.65
7352,279.61,711.84,317.46,367.52,1676.43
7354,279.61,710.62,316.24,367.52,1673.99
7356,279.61,711.84,317.46,368.74,1677.65
7358,280.83,706.96,315.02,372.41,1675.22
7360,282.05,706.96,313.8,372.41,1675.22
7362,282.05,708.18,313.8,372.41,1676.44
7364,282.05,706.96,313.8,372.41,1675.22
7366,283.27,703.3,312.58,376.07,1675.22
7368,283.27,705.74,313.8,374.85,1677.66
7370,283.27,704.52,312.58,376.07,1676.44
7372,283.27,704.52,313.8,374.85,1676.44
7374,283.27,705.74,313.8,373.63,1676.44
7376,283.27,704.52,312.58,374.85,1675.22
7378,280.83,708.18,315.02,371.18,1675.21
7380,282.05,706.96,315.02,372.41,1676.44
7382,282.05,706.96,313.8,372.41,1675.22
7384,282.05,708.18,315.02,372.41,1677.66
7386,280.83,706.96,315.02,372.41,1675.22
7388,280.83,706.96,315.02,372.41,1675.22
7390,282.05,708.18,315.02,372.41,1677.66
7392,282.05,705.74,313.8,372.41,1674
7394,282.05,706.96,315.02,371.18,1675.21
7396,282.05,706.96,315.02,372.41,1676.44
7398,282.05,705.74,315.02,372.41,1675.22
7400,282.05,706.96,315.02,372.41,1676.44
7402,282.05,705.74,313.8,372.41,1674
7404,279.61,713.06,317.46,368.74,1678.87
7406,278.39,713.06,318.68,367.52,1677.65
7408,279.61,710.62,316.24,367.52,1673.99
7410,278.39,711.84,318.68,367.52,1676.43
7412,279.61,708.18,315.02,371.18,1673.99
7414,280.83,708.18,315.02,372.41,1676.44
7416,278.39,711.84,316.24,367.52,1673.99
7418,278.39,713.06,317.46,367.52,1676.43
7420,278.39,714.29,317.46,366.3,1676.44
7422,279.61,714.29,317.46,367.52,1678.88
7424,279.61,711.84,316.24,367.52,1675.21
7426,278.39,714.29,316.24,367.52,1676.44
7428,278.39,710.62,313.8,371.18,1673.99
7430,282.05,708.18,313.8,369.96,1673.99
7432,280.83,708.18,315.02,371.18,1675.21
7434,282.05,706.96,313.8,372.41,1675.22
7436,280.83,708.18,315.02,371.18,1675.21
7438,282.05,709.4,315.02,371.18,1677.65
7440,282.05,708.18,315.02,372.41,1677.66
7442,282.05,708.18,315.02,372.41,1677.66
7444,282.05,706.96,313.8,371.18,1673.99
7446,282.05,708.18,313.8,372.41,1676.44
7448,282.05,708.18,313.8,371.18,1675.21
7450,282.05,706.96,315.02,371.18,1675.21
7452,283.27,708.18,313.8,372.41,1677.66
7454,283.27,708.18,313.8,373.63,1678.88
7456,282.05,705.74,313.8,373.63,1675.22
7458,282.05,706.96,313.8,373.63,1676.44
7460,283.27,705.74,312.58,372.41,1674
7462,283.27,705.74,313.8,373.63,1676.44
7464,282.05,706.96,315.02,372.41,1676.44
7466,282.05,705.74,313.8,372.41,1674
7468,280.83,713.06,316.24,367.52,1677.65
7470,282.05,710.62,315.02,369.96,1677.65
7472,282.05,709.4,315.02,369.96,1676.43
7474,280.83,709.4,316.24,371.18,1677.65
7476,280.83,709.4,315.02,368.74,1673.99
7478,280.83,710.62,315.02,369.96,1676.43
7480,282.05,706.96,315.02,373.63,1677.66
7482,280.83,705.74,313.8,372.41,1672.78
7484,280.83,708.18,313.8,372.41,1675.22
7486,282.05,708.18,313.8,372.41,1676.44
7488,282.05,706.96,313.8,372.41,1675.22
7490,282.05,708.18,313.8,372.41,1676.44
7492,282.05,706.96,315.02,372.41,1676.44
7494,282.05,706.96,313.8,372.41,1675.22
7496,282.05,708.18,313.8,372.41,1676.44
7498,282.05,706.96,315.02,371.18,1675.21
7500,282.05,706.96,315.02,373.63,1677.66
7502,282.05,708.18,315.02,373.63,1678.88
7504,282.05,706.96,315.02,372.41,1676.44
7506,282.05,706.96,315.02,373.63,1677.66
7508,282.05,708.18,313.8,372.41,1676.44
7510,283.27,708.18,315.02,371.18,1677.65
7512,282.05,708.18,313.8,372.41,1676.44
7514,282.05,706.96,313.8,371.18,1673.99
7516,283.27,708.18,313.8,371.18,1676.43
7518,282.05,708.18,313.8,373.63,1677.66
7520,283.27,706.96,315.02,371.18,1676.43
7522,282.05,708.18,313.8,372.41,1676.44
7524,282.05,708.18,313.8,373.63,1677.66
7526,282.05,706.96,315.02,372.41,1676.44
7528,283.27,708.18,313.8,372.41,1677.66
7530,282.05,708.18,315.02,371.18,1676.43
7532,282.05,706.96,316.24,371.18,1676.43
7534,282.05,708.18,315.02,371.18,1676.43
7536,282.05,708.18,315.02,372.41,1677.66
7538,282.05,706.96,315.02,372.41,1676.44
7540,282.05,706.96,315.02,372.41,1676.44
7542,282.05,708.18,315.02,371.18,1676.43
7544,282.05,708.18,313.8,372.41,1676.44
7546,282.05,708.18,315.02,371.18,1676.43
7548,282.05,708.18,315.02,371.18,1676.43
7550,280.83,708.18,313.8,373.63,1676.44
7552,282.05,706.96,315.02,371.18,1675.21
7554,282.05,708.18,315.02,372.41,1677.66
7556,282.05,708.18,313.8,372.41,1676.44
7558,282.05,706.96,315.02,371.18,1675.21
7560,282.05,706.96,313.8,372.41,1675.22
7562,282.05,708.18,315.02,371.18,1676.43
7564,282.05,706.96,315.02,371.18,1675.21
7566,282.05,708.18,313.8,371.18,1675.21
7568,282.05,706.96,315.02,372.41,1676.44
7570,282.05,708.18,313.8,371.18,1675.21
7572,282.05,706.96,313.8,371.18,1673.99
7574,282.05,708.18,316.24,372.41,1678.88
7576,282.05,706.96,312.58,372.41,1674
7578,282.05,706.96,315.02,372.41,1676.44
7580,282.05,708.18,315.02,371.18,1676.43
7582,282.05,706.96,313.8,373.63,1676.44
7584,282.05,708.18,313.8,371.18,1675.21
7586,282.05,706.96,313.8,371.18,1673.99
7588,282.05,708.18,313.8,372.41,1676.44
7590,282.05,708.18,315.02,371.18,1676.43
7592,282.05,708.18,313.8,371.18,1675.21
7594,282.05,709.4,315.02,371.18,1677.65
7596,282.05,708.18,315.02,371.18,1676.43
7598,282.05,706.96,313.8,371.18,1673.99
7600,282.05,708.18,313.8,372.41,1676.44
7602,282.05,706.96,313.8,372.41,1675.22
7604,280.83,706.96,313.8,372.41,1674
7606,282.05,709.4,316.24,372.41,1680.1
7608,282.05,708.18,315.02,372.41,1677.66
7610,282.05,708.18,315.02,372.41,1677.66
7612,282.05,709.4,313.8,371.18,1676.43
7614,282.05,708.18,313.8,372.41,1676.44
7616,282.05,708.18,313.8,372.41,1676.44
7618,282.05,706.96,315.02,372.41,1676.44
7620,283.27,708.18,313.8,371.18,1676.43
7622,282.05,708.18,313.8,371.18,1675.21
7624,282.05,706.96,313.8,372.41,1675.22
7626,282.05,708.18,315.02,373.63,1678.88
7628,282.05,708.18,313.8,372.41,1676.44
7630,282.05,706.96,313.8,372.41,1675.22
7632,283.27,708.18,315.02,372.41,1678.88
7634,282.05,706.96,315.02,372.41,1676.44
7636,282.05,705.74,313.8,372.41,1674
7638,282.05,708.18,315.02,373.63,1678.88
7640,282.05,706.96,313.8,372.41,1675.22
7642,282.05,706.96,315.02,373.63,1677.66
7644,282.05,706.96,315.02,372.41,1676.44
7646,282.05,706.96,315.02,373.63,1677.66
7648,282.05,708.18,315.02,374.85,1680.1
7650,282.05,708.18,315.02,372.41,1677.66
7652,282.05,708.18,315.02,372.41,1677.66
7654,282.05,708.18,313.8,373.63,1677.66
7656,282.05,706.96,315.02,372.41,1676.44
7658,282.05,708.18,315.02,372.41,1677.66
7660,282.05,708.18,315.02,373.63,1678.88
7662,282.05,706.96,315.02,372.41,1676.44
7664,282.05,708.18,313.8,372.41,1676.44
7666,283.27,708.18,315.02,372.41,1678.88
7668,282.05,706.96,315.02,372.41,1676.44
7670,283.27,710.62,316.24,374.85,1684.98
7672,283.27,710.62,316.24,373.63,1683.76
7674,283.27,711.84,315.02,372.41,1682.54
7676,283.27,711.84,315.02,373.63,1683.76
7678,284.49,711.84,316.24,372.41,1684.98
7680,284.49,711.84,315.02,374.85,1686.2
7682,283.27,710.62,315.02,372.41,1681.32
7684,284.49,711.84,315.02,371.18,1682.53
7686,283.27,711.84,316.24,373.63,1684.98
7688,283.27,713.06,316.24,372.41,1684.98
7690,283.27,711.84,316.24,371.18,1682.53
7692,283.27,710.62,316.24,373.63,1683.76
7694,284.49,710.62,316.24,372.41,1683.76
7696,283.27,711.84,316.24,372.41,1683.76
7698,283.27,709.4,315.02,373.63,1681.32
7700,283.27,709.4,315.02,371.18,1678.87
7702,282.05,709.4,313.8,371.18,1676.43
7704,283.27,710.62,315.02,371.18,1680.09
7706,283.27,710.62,315.02,371.18,1680.09
7708,282.05,710.62,315.02,372.41,1680.1
7710,283.27,710.62,316.24,371.18,1681.31
7712,282.05,709.4,313.8,372.41,1677.66
7714,282.05,709.4,315.02,372.41,1678.88
7716,283.27,708.18,316.24,372.41,1680.1
7718,283.27,708.18,313.8,372.41,1677.66
7720,283.27,709.4,315.02,373.63,1681.32
7722,282.05,709.4,316.24,372.41,1680.1
7724,283.27,709.4,315.02,373.63,1681.32
7726,282.05,708.18,315.02,373.63,1678.88
7728,283.27,706.96,315.02,372.41,1677.66
7730,283.27,708.18,313.8,373.63,1678.88
7732,282.05,709.4,316.24,373.63,1681.32
7734,283.27,708.18,315.02,372.41,1678.88
7736,283.27,709.4,315.02,373.63,1681.32
7738,282.05,708.18,316.24,373.63,1680.1
7740,283.27,708.18,313.8,372.41,1677.66
7742,277.17,714.29,318.68,368.74,1678.88
7744,279.61,711.84,318.68,368.74,1678.87
7746,279.61,710.62,317.46,369.96,1677.65
7748,278.39,711.84,318.68,369.96,1678.87
7750,279.61,711.84,317.46,368.74,1677.65
7752,278.39,713.06,317.46,369.96,1678.87
7754,279.61,713.06,318.68,369.96,1681.31
7756,279.61,711.84,317.46,369.96,1678.87
7758,279.61,713.06,317.46,371.18,1681.31
7760,280.83,713.06,318.68,369.96,1682.53
7762,279.61,711.84,317.46,369.96,1678.87
7764,279.61,711.84,317.46,371.18,1680.09
7766,279.61,713.06,317.46,369.96,1680.09
7768,279.61,711.84,318.68,369.96,1680.09
