,SQUID_Volt(V),timestamp,MOD_CURR(A)
276,-2.69412000E-05,1558941131.3093333,+1.08255140E+00
277,-2.60335000E-05,1558941131.5176668,+1.08255850E+00
278,-2.62070000E-05,1558941131.726,+1.09388900E+00
279,-2.54863000E-05,1558941131.9343333,+1.09910280E+00
280,-2.83959000E-05,1558941132.1426668,+1.09911930E+00
281,-2.67609000E-05,1558941132.351,+1.11741270E+00
282,-2.73015000E-05,1558941132.5593333,+1.12271380E+00
283,-2.74417000E-05,1558941132.7676668,+1.12270510E+00
284,-2.69945000E-05,1558941132.976,+1.13593550E+00
285,-2.74951000E-05,1558941133.1843333,+1.13920490E+00
286,-2.63672000E-05,1558941133.3926668,+1.13921100E+00
287,-2.65140000E-05,1558941133.601,+1.15875060E+00
288,-2.76485000E-05,1558941133.8093333,+1.16279240E+00
289,-2.79756000E-05,1558941134.0176668,+1.16279990E+00
290,-2.69946000E-05,1558941134.226,+1.16280360E+00
291,-2.71480000E-05,1558941134.4343333,+1.16280970E+00
292,-2.78155000E-05,1558941134.6426668,+1.16281330E+00
293,-2.80490000E-05,1558941134.851,+1.16280150E+00
294,-2.76219000E-05,1558941135.0593333,+1.16278510E+00
295,-2.79221000E-05,1558941135.2676668,+1.16278290E+00
296,-2.74550000E-05,1558941135.476,+1.16278180E+00
297,-2.72682000E-05,1558941135.6843333,+1.16278990E+00
298,-2.67944000E-05,1558941135.8926668,+1.16278460E+00
299,-2.83293000E-05,1558941136.101,+1.16278090E+00
300,-2.83692000E-05,1558941139.701,+1.17339140E+00
301,-2.89433000E-05,1558941139.9093332,+1.17932620E+00
302,-2.73082000E-05,1558941140.1176667,+1.17933830E+00
303,-2.88365000E-05,1558941140.326,+1.19057780E+00
304,-2.83759000E-05,1558941140.5343332,+1.19468310E+00
305,-2.95973000E-05,1558941140.7426667,+1.19467320E+00
306,-3.08518000E-05,1558941140.951,+1.21957920E+00
307,-2.87162000E-05,1558941141.1593332,+1.21957120E+00
308,-2.94170000E-05,1558941141.3676667,+1.21958450E+00
309,-3.03112000E-05,1558941141.576,+1.23608160E+00
310,-2.91167000E-05,1558941141.7843332,+1.23609090E+00
