,SQUID_Volt(V),timestamp,Temp(V),MOD_CURR(A),SQUID_Curr(A)
77,-2.84493000E-05,1558990015.5286667,+5.36330000E-05,+2.93565400E-01,+4.99648700E-03
78,-2.85094000E-05,1558990015.737,+5.35960000E-05,+3.05818770E-01,+4.99643500E-03
79,-2.84894000E-05,1558990015.9453332,+5.38690000E-05,+3.12636280E-01,+4.99685200E-03
80,-2.82626000E-05,1558990016.1536667,+5.40170000E-05,+3.12638790E-01,+4.99646100E-03
81,-2.83825000E-05,1558990016.362,+5.38560000E-05,+3.27174470E-01,+4.99677400E-03
82,-2.82893000E-05,1558990016.5703332,+5.39550000E-05,+3.32549110E-01,+4.99677400E-03
83,-2.82359000E-05,1558990016.7786667,+5.40050000E-05,+3.32554390E-01,+4.99686500E-03
84,-2.82826000E-05,1558990016.987,+5.36210000E-05,+3.47163490E-01,+4.99665600E-03
85,-2.81490000E-05,1558990017.1953332,+5.35090000E-05,+3.51882530E-01,+4.99703400E-03
86,-2.81825000E-05,1558990017.4036667,+5.40300000E-05,+3.51888740E-01,+4.99667000E-03
87,-2.81024000E-05,1558990017.612,+5.39180000E-05,+3.67958840E-01,+4.99664300E-03
88,-2.80289000E-05,1558990017.8203332,+5.41160000E-05,+3.70937050E-01,+4.99674800E-03
89,-2.81290000E-05,1558990018.0286667,+5.42400000E-05,+3.70940480E-01,+4.99682600E-03
90,-2.78888000E-05,1558990018.237,+5.38440000E-05,+3.70944970E-01,+4.99651300E-03
91,-2.80223000E-05,1558990018.4453332,+5.40300000E-05,+3.70949460E-01,+4.99664300E-03
92,-2.78153000E-05,1558990018.6536667,+5.41160000E-05,+3.70949720E-01,+4.99672200E-03
93,-2.79289000E-05,1558990018.862,+5.40670000E-05,+3.70960820E-01,+4.99690400E-03
94,-2.79087000E-05,1558990019.0703332,+5.41290000E-05,+3.70965440E-01,+4.99689100E-03
95,-2.77486000E-05,1558990019.2786667,+5.40670000E-05,+3.70966100E-01,+4.99674800E-03
96,-2.76818000E-05,1558990019.487,+5.42030000E-05,+3.70973760E-01,+4.99663000E-03
97,-2.76552000E-05,1558990019.6953332,+5.40050000E-05,+3.70976530E-01,+4.99643500E-03
98,-2.78221000E-05,1558990019.9036667,+5.43890000E-05,+3.70987630E-01,+4.99644800E-03
99,-2.78420000E-05,1558990020.112,+5.46240000E-05,+3.70995290E-01,+4.99647400E-03
100,-2.75751000E-05,1558990023.792,+5.44510000E-05,+3.73705920E-01,+4.99656500E-03
101,-2.75084000E-05,1558990024.0003333,+5.48350000E-05,+3.90359770E-01,+4.99614900E-03
102,-2.76018000E-05,1558990024.2086668,+5.50080000E-05,+3.90370860E-01,+4.99646100E-03
103,-2.76019000E-05,1558990024.417,+5.50460000E-05,+3.93637510E-01,+4.99656500E-03
104,-2.75685000E-05,1558990024.6253333,+5.50210000E-05,+4.10291350E-01,+4.99734600E-03
105,-2.75886000E-05,1558990024.8336668,+5.52930000E-05,+4.10298480E-01,+4.99691700E-03
106,-2.73349000E-05,1558990025.042,+5.52930000E-05,+4.15174280E-01,+4.99650000E-03
107,-2.73082000E-05,1558990025.2503333,+5.48840000E-05,+4.29632160E-01,+4.99661700E-03
108,-2.74617000E-05,1558990025.4586668,+5.50080000E-05,+4.29641410E-01,+4.99630500E-03
109,-2.74149000E-05,1558990025.667,+5.53680000E-05,+4.34930630E-01,+4.99657800E-03
110,-2.71880000E-05,1558990025.8753333,+5.54790000E-05,+4.48687980E-01,+4.99725500E-03
111,-2.71213000E-05,1558990026.0836668,+5.54420000E-05,+4.48693790E-01,+4.99674800E-03
112,-2.70213000E-05,1558990026.292,+5.52690000E-05,+4.56087170E-01,+4.99652600E-03
113,-2.71947000E-05,1558990026.5003333,+5.52690000E-05,+4.68913180E-01,+4.99672200E-03
114,-2.71946000E-05,1558990026.7086668,+5.53060000E-05,+4.68915830E-01,+4.99706000E-03
115,-2.71280000E-05,1558990026.917,+5.57640000E-05,+4.68922690E-01,+4.99667000E-03
116,-2.68611000E-05,1558990027.1253333,+5.54170000E-05,+4.68926130E-01,+4.99652600E-03
117,-2.68677000E-05,1558990027.3336668,+5.61480000E-05,+4.68927180E-01,+4.99669600E-03
118,-2.69145000E-05,1558990027.542,+5.59000000E-05,+4.68932470E-01,+4.99694300E-03
119,-2.69279000E-05,1558990027.7503333,+5.58010000E-05,+4.68933000E-01,+4.99690400E-03
120,-2.67610000E-05,1558990027.9586668,+5.59380000E-05,+4.68938810E-01,+4.99659100E-03
121,-2.67277000E-05,1558990028.167,+5.58140000E-05,+4.68941710E-01,+4.99667000E-03
122,-2.66408000E-05,1558990028.3753333,+5.57520000E-05,+4.68941710E-01,+4.99665600E-03
123,-2.67877000E-05,1558990028.5836668,+5.57890000E-05,+4.68946730E-01,+4.99637000E-03
124,-2.67810000E-05,1558990028.792,+5.59380000E-05,+4.68947260E-01,+4.99652600E-03
125,-2.68543000E-05,1558990032.392,+5.58380000E-05,+4.70965440E-01,+4.99638300E-03
126,-2.65873000E-05,1558990032.6003332,+5.63460000E-05,+4.87985510E-01,+4.99665600E-03
127,-2.66276000E-05,1558990032.8086667,+5.64080000E-05,+4.87987490E-01,+4.99661700E-03
128,-2.65542000E-05,1558990033.017,+5.63090000E-05,+5.06863300E-01,+4.99627900E-03
129,-2.66475000E-05,1558990033.2253332,+5.62720000E-05,+5.06797000E-01,+4.99652600E-03
130,-2.84161000E-05,1558990033.4336667,+5.62970000E-05,+5.06817080E-01,+4.99695600E-03
131,-2.66007000E-05,1558990033.642,+5.63710000E-05,+5.26658990E-01,+4.99665600E-03
132,-2.64873000E-05,1558990033.8503332,+5.63460000E-05,+5.26693330E-01,+4.99653900E-03
133,-2.64005000E-05,1558990034.0586667,+5.68050000E-05,+5.26715260E-01,+4.99625300E-03
134,-2.64340000E-05,1558990034.267,+5.64080000E-05,+5.45995360E-01,+4.99637000E-03
135,-2.67075000E-05,1558990034.4753332,+5.62600000E-05,+5.46014110E-01,+4.99706000E-03
136,-2.63873000E-05,1558990034.6836667,+5.70150000E-05,+5.46030750E-01,+4.99678700E-03
137,-2.63940000E-05,1558990034.892,+5.64080000E-05,+5.65305800E-01,+4.99647400E-03
