,Temp(V),timestamp
2275,+1.54276880E+00,1558939732.039
2276,+1.54290400E+00,1558939732.2473333
2277,+1.54301920E+00,1558939732.4556668
2278,+1.54312710E+00,1558939732.664
2279,+1.54325100E+00,1558939732.8723333
2280,+1.54338860E+00,1558939733.0806668
2281,+1.54350140E+00,1558939733.289
2282,+1.54361420E+00,1558939733.4973333
2283,+1.54373940E+00,1558939733.7056668
2284,+1.54384600E+00,1558939733.914
2285,+1.54391290E+00,1558939734.1223333
2286,+1.54395380E+00,1558939734.3306668
2287,+1.54396250E+00,1558939734.539
2288,+1.54395380E+00,1558939734.7473333
2289,+1.54395510E+00,1558939734.9556668
2290,+1.54399970E+00,1558939735.164
2291,+1.54406660E+00,1558939735.3723333
2292,+1.54414720E+00,1558939735.5806668
2293,+1.54425130E+00,1558939735.789
2294,+1.54438020E+00,1558939735.9973333
2295,+1.54455130E+00,1558939736.2056668
2296,+1.54479300E+00,1558939736.414
2297,+1.54511030E+00,1558939736.6223333
2298,+1.54547720E+00,1558939736.8306668
2299,+1.54579450E+00,1558939737.039
2300,+1.54621600E+00,1558939740.639
2301,+1.54644400E+00,1558939740.8473332
2302,+1.54657540E+00,1558939741.0556667
2303,+1.54662870E+00,1558939741.264
2304,+1.54662250E+00,1558939741.4723332
2305,+1.54658040E+00,1558939741.6806667
2306,+1.54652960E+00,1558939741.889
2307,+1.54649240E+00,1558939742.0973332
2308,+1.54647130E+00,1558939742.3056667
2309,+1.54647130E+00,1558939742.514
2310,+1.54649730E+00,1558939742.7223332
2311,+1.54652710E+00,1558939742.9306667
2312,+1.54654440E+00,1558939743.139
2313,+1.54655440E+00,1558939743.3473332
2314,+1.54655310E+00,1558939743.5556667
2315,+1.54655310E+00,1558939743.764
2316,+1.54657540E+00,1558939743.9723332
2317,+1.54658780E+00,1558939744.1806667
2318,+1.54659650E+00,1558939744.389
2319,+1.54660390E+00,1558939744.5973332
2320,+1.54660890E+00,1558939744.8056667
2321,+1.54663240E+00,1558939745.014
2322,+1.54670310E+00,1558939745.2223332
2323,+1.54680230E+00,1558939745.4306667
2324,+1.54693610E+00,1558939745.639
2325,+1.54714680E+00,1558939749.239
2326,+1.54728320E+00,1558939749.4473333
2327,+1.54741710E+00,1558939749.6556668
2328,+1.54759310E+00,1558939749.864
2329,+1.54778020E+00,1558939750.0723333
2330,+1.54795250E+00,1558939750.2806668
2331,+1.54808890E+00,1558939750.489
2332,+1.54820420E+00,1558939750.6973333
2333,+1.54829220E+00,1558939750.9056668
2334,+1.54833930E+00,1558939751.114
2335,+1.54835170E+00,1558939751.3223333
2336,+1.54832190E+00,1558939751.5306668
2337,+1.54828350E+00,1558939751.739
2338,+1.54827230E+00,1558939751.9473333
2339,+1.54833680E+00,1558939752.1556668
2340,+1.54836780E+00,1558939752.364
2341,+1.54845450E+00,1558939752.5723333
2342,+1.54860210E+00,1558939752.7806668
2343,+1.54877430E+00,1558939752.989
2344,+1.54905080E+00,1558939753.1973333
2345,+1.54944740E+00,1558939753.4056668
2346,+1.54979570E+00,1558939753.614
2347,+1.55012790E+00,1558939753.8223333
2348,+1.55035350E+00,1558939754.0306668
2349,+1.55066830E+00,1558939754.239
2350,+1.55093240E+00,1558939757.84
2351,+1.55115670E+00,1558939758.0483332
2352,+1.55121000E+00,1558939758.2566667
2353,+1.55116910E+00,1558939758.465
2354,+1.55117780E+00,1558939758.6733332
2355,+1.55117030E+00,1558939758.8816667
2356,+1.55116420E+00,1558939759.09
2357,+1.55117530E+00,1558939759.2983332
2358,+1.55124100E+00,1558939759.5066667
2359,+1.55137610E+00,1558939759.715
2360,+1.55155830E+00,1558939759.9233332
2361,+1.55177520E+00,1558939760.1316667
2362,+1.55203680E+00,1558939760.34
2363,+1.55223010E+00,1558939760.5483332
2364,+1.55236650E+00,1558939760.7566667
2365,+1.55246690E+00,1558939760.965
2366,+1.55254000E+00,1558939761.1733332
2367,+1.55258590E+00,1558939761.3816667
2368,+1.55259330E+00,1558939761.59
2369,+1.55257970E+00,1558939761.7983332
2370,+1.55256360E+00,1558939762.0066667
2371,+1.55257230E+00,1558939762.215
2372,+1.55260320E+00,1558939762.4233332
2373,+1.55267510E+00,1558939762.6316667
2374,+1.55278300E+00,1558939762.84
2375,+1.55299990E+00,1558939766.439
2376,+1.55317710E+00,1558939766.6473331
2377,+1.55340520E+00,1558939766.8556666
2378,+1.55362580E+00,1558939767.064
2379,+1.55379940E+00,1558939767.2723331
2380,+1.55392710E+00,1558939767.4806666
2381,+1.55404600E+00,1558939767.689
2382,+1.55417990E+00,1558939767.8973331
2383,+1.55433240E+00,1558939768.1056666
2384,+1.55448240E+00,1558939768.314
2385,+1.55459520E+00,1558939768.5223331
2386,+1.55464720E+00,1558939768.7306666
2387,+1.55467940E+00,1558939768.939
2388,+1.55468320E+00,1558939769.1473331
2389,+1.55467320E+00,1558939769.3556666
2390,+1.55468560E+00,1558939769.564
2391,+1.55473890E+00,1558939769.7723331
2392,+1.55482080E+00,1558939769.9806666
2393,+1.55491000E+00,1558939770.189
2394,+1.55503390E+00,1558939770.3973331
2395,+1.55516290E+00,1558939770.6056666
2396,+1.55526950E+00,1558939770.814
2397,+1.55540950E+00,1558939771.0223331
2398,+1.55552850E+00,1558939771.2306666
2399,+1.55561530E+00,1558939771.439
2400,+1.55573300E+00,1558939775.039
