,SQUID_Volt(V),timestamp,MOD_CURR(A)
196,-2.53129000E-05,1558941770.406,+7.62369150E-01
197,-2.58868000E-05,1558941770.6143332,+7.62376020E-01
198,-2.60736000E-05,1558941770.8226666,+7.62378130E-01
199,-2.61670000E-05,1558941771.031,+7.62369680E-01
200,-2.62004000E-05,1558941774.632,+7.74705980E-01
201,-2.62405000E-05,1558941774.8403332,+7.81705390E-01
202,-2.64406000E-05,1558941775.0486667,+7.81708300E-01
203,-2.63339000E-05,1558941775.257,+7.95721750E-01
204,-2.61936000E-05,1558941775.4653332,+8.01014420E-01
205,-2.65073000E-05,1558941775.6736667,+8.01021820E-01
206,-2.64740000E-05,1558941775.882,+8.14675490E-01
207,-2.63805000E-05,1558941776.0903332,+8.19200170E-01
208,-2.65207000E-05,1558941776.2986667,+8.19211140E-01
209,-2.65540000E-05,1558941776.507,+8.39349810E-01
210,-2.65140000E-05,1558941776.7153332,+8.43206290E-01
211,-2.66142000E-05,1558941776.9236667,+8.43224520E-01
212,-2.65207000E-05,1558941777.132,+8.56873600E-01
213,-2.66876000E-05,1558941777.3403332,+8.59042080E-01
214,-2.63606000E-05,1558941777.5486667,+8.59046180E-01
215,-2.69410000E-05,1558941777.757,+8.59058330E-01
216,-2.70213000E-05,1558941777.9653332,+8.59060700E-01
217,-2.69277000E-05,1558941778.1736667,+8.59065460E-01
218,-2.66876000E-05,1558941778.382,+8.59069680E-01
219,-2.69677000E-05,1558941778.5903332,+8.59071010E-01
220,-2.72147000E-05,1558941778.7986667,+8.59070480E-01
221,-2.73349000E-05,1558941779.007,+8.59070210E-01
222,-2.68877000E-05,1558941779.2153332,+8.59075760E-01
223,-2.69479000E-05,1558941779.4236667,+8.59067570E-01
224,-2.69745000E-05,1558941779.632,+8.59079460E-01
225,-2.73215000E-05,1558941783.231,+8.70008120E-01
226,-2.68944000E-05,1558941783.4393332,+8.75501250E-01
227,-2.71748000E-05,1558941783.6476667,+8.75504940E-01
228,-2.70547000E-05,1558941783.856,+8.92081160E-01
229,-2.72614000E-05,1558941784.0643332,+8.99520210E-01
230,-2.75150000E-05,1558941784.2726667,+8.99525890E-01
231,-2.76685000E-05,1558941784.481,+9.11870350E-01
232,-2.75085000E-05,1558941784.6893332,+9.15370800E-01
233,-2.73615000E-05,1558941784.8976667,+9.15379910E-01
234,-2.75150000E-05,1558941785.106,+9.34681130E-01
235,-2.73816000E-05,1558941785.3143332,+9.39404000E-01
236,-2.75352000E-05,1558941785.5226667,+9.39407170E-01
237,-2.79756000E-05,1558941785.731,+9.53518380E-01
238,-2.75552000E-05,1558941785.9393332,+9.55235740E-01
239,-2.76418000E-05,1558941786.1476667,+9.55228870E-01
240,-2.83158000E-05,1558941786.356,+9.55229400E-01
241,-2.77087000E-05,1558941786.5643332,+9.55238900E-01
242,-2.78221000E-05,1558941786.7726667,+9.55238640E-01
243,-2.76885000E-05,1558941786.981,+9.55252240E-01
244,-2.80757000E-05,1558941787.1893332,+9.55256210E-01
245,-2.81024000E-05,1558941787.3976667,+9.55265190E-01
246,-2.79354000E-05,1558941787.606,+9.55273380E-01
247,-2.80556000E-05,1558941787.8143332,+9.55271530E-01
248,-2.78687000E-05,1558941788.0226667,+9.55274430E-01
249,-2.80089000E-05,1558941788.231,+9.55278390E-01
250,-2.85761000E-05,1558941791.831,+9.70426340E-01
251,-2.81224000E-05,1558941792.0393333,+9.79282030E-01
252,-2.84827000E-05,1558941792.2476668,+9.79276740E-01
253,-2.81425000E-05,1558941792.456,+9.91102970E-01
254,-2.80956000E-05,1558941792.6643333,+9.95694030E-01
255,-2.85762000E-05,1558941792.8726668,+9.95693110E-01
256,-2.86163000E-05,1558941793.081,+8.74911150E-01
257,-2.85495000E-05,1558941793.2893333,+1.01903360E+00
258,-2.88764000E-05,1558941793.4976668,+1.01896850E+00
259,-2.84426000E-05,1558941793.706,+1.03858670E+00
260,-2.87231000E-05,1558941793.9143333,+1.04254960E+00
261,-2.87631000E-05,1558941794.1226668,+1.04254700E+00
262,-2.87963000E-05,1558941794.331,+1.05667020E+00
263,-2.87830000E-05,1558941794.5393333,+1.05901730E+00
264,-2.88164000E-05,1558941794.7476668,+1.05902630E+00
