,SQUID_Volt(V),timestamp,MOD_CURR(A),SQUID_Curr(A)
234,+3.59070700E-05,1559368463.759,0.00010399974589266156,4.8290532019704435e-05
235,+3.60226000E-05,1559368463.9673333,0.00010462883023001095,4.829066009852217e-05
236,+3.59925600E-05,1559368464.1756668,0.00010462955421686747,4.829232512315271e-05
237,+3.58275900E-05,1559368464.384,0.00010653595509309967,4.829475862068965e-05
238,+3.57467900E-05,1559368464.5923333,0.00010725828696604601,4.829437438423645e-05
239,+3.57194000E-05,1559368464.8006668,0.00010725786746987952,4.8291172413793104e-05
240,+3.57528000E-05,1559368465.009,0.00010725856188389924,4.8293990147783256e-05
241,+3.59952100E-05,1559368465.2173333,0.00010725851807228915,4.829270935960591e-05
242,+3.59878700E-05,1559368465.4256668,0.00010725857612267251,4.8292068965517234e-05
243,+3.59431300E-05,1559368465.634,0.00010725834501642936,4.82907881773399e-05
244,+3.58883700E-05,1559368465.8423333,0.00010725746221248631,4.829130049261084e-05
245,+3.59451200E-05,1559368466.0506668,0.00010725818510405258,4.82907881773399e-05
246,+3.61120900E-05,1559368466.259,0.00010725850383351588,4.829270935960591e-05
247,+3.60713600E-05,1559368466.4673333,0.000107258995618839,4.829475862068965e-05
248,+3.59938800E-05,1559368466.6756668,0.00010725925629791895,4.8291940886699514e-05
249,+3.60212700E-05,1559368466.884,0.00010725924096385542,4.829437438423645e-05
250,+3.57608200E-05,1559368470.485,0.00010810186856516977,4.829066009852217e-05
251,+3.54335700E-05,1559368470.6933331,0.00010905710733844469,4.8295527093596056e-05
252,+3.56619700E-05,1559368470.9016666,0.00010905745454545455,4.829591133004926e-05
253,+3.59224200E-05,1559368471.11,0.00011158584884994523,4.829168472906404e-05
254,+3.46976300E-05,1559368471.3183331,0.0001115649726177437,4.8286817733990146e-05
255,+3.59865400E-05,1559368471.5266666,0.00011156378970427164,4.8293477832512314e-05
256,+3.59771800E-05,1559368471.735,0.0001141492113910186,4.8292197044334975e-05
257,+3.59832000E-05,1559368471.9433331,0.00011415065717415115,4.829245320197044e-05
258,+3.58930400E-05,1559368472.1516666,0.00011415176341730558,4.829334975369458e-05
259,+3.58823500E-05,1559368472.36,0.00011595541073384446,4.829232512315271e-05
260,+3.60499800E-05,1559368472.5683331,0.00011595686746987951,4.829539901477833e-05
261,+3.61381200E-05,1559368472.7766666,0.00011595761226725083,4.828886699507389e-05
262,+3.59264200E-05,1559368472.985,0.00011854384446878423,4.829168472906404e-05
263,+3.59331100E-05,1559368473.1933331,0.00011854626506024097,4.8292068965517234e-05
264,+3.60426400E-05,1559368473.4016666,0.00011854684556407449,4.829066009852217e-05
265,+3.60793700E-05,1559368473.61,0.00011854547645125959,4.8291940886699514e-05
266,+3.60152500E-05,1559368473.8183331,0.00011854647316538883,4.8291556650246306e-05
267,+3.60493000E-05,1559368474.0266666,0.00011854645125958378,4.8292965517241385e-05
268,+3.60065800E-05,1559368474.235,0.00011854675794085433,4.829988177339902e-05
269,+3.60065800E-05,1559368474.4433331,0.00011854677984665935,4.828797044334975e-05
270,+3.59685100E-05,1559368474.6516666,0.00011854596933187294,4.8292068965517234e-05
271,+3.61107600E-05,1559368474.86,0.00011854406352683463,4.829706403940887e-05
272,+3.60807100E-05,1559368475.0683331,0.00011854514786418402,4.8293862068965515e-05
273,+3.61201000E-05,1559368475.2766666,0.00011854577217962761,4.8294502463054185e-05
274,+3.60793600E-05,1559368475.485,0.0001185479408543264,4.829014778325123e-05
275,+3.62222800E-05,1559368479.229,0.00012002959474260679,4.829309359605912e-05
276,+3.61147600E-05,1559368479.4373333,0.0001203617743702081,4.8293477832512314e-05
277,+3.61368000E-05,1559368479.6456668,0.00012036151150054763,4.8292197044334975e-05
278,+3.61121000E-05,1559368479.854,0.00012254076670317635,4.829360591133005e-05
279,+3.59344400E-05,1559368480.0623333,0.00012294476451259583,4.8293862068965515e-05
280,+3.56886900E-05,1559368480.2706668,0.00012294391018619934,4.8294886699507386e-05
281,+3.59224200E-05,1559368480.479,0.00012463138006571742,4.8292837438423644e-05
282,+3.60740200E-05,1559368480.6873333,0.0001247499342825849,4.8292068965517234e-05
283,+3.58402800E-05,1559368480.8956668,0.0001247499342825849,4.829232512315271e-05
284,+3.57508000E-05,1559368481.104,0.0001272282803943045,4.829066009852217e-05
285,+3.59043800E-05,1559368481.3123333,0.0001273347973713034,4.8293990147783256e-05
286,+3.58957200E-05,1559368481.5206668,0.00012733555312157723,4.828937931034483e-05
287,+3.57768400E-05,1559368481.729,0.00012914231106243157,4.829411822660099e-05
288,+3.56005400E-05,1559368481.9373333,0.0001291466922234392,4.829475862068965e-05
289,+3.57414500E-05,1559368482.1456668,0.00012914790799561883,4.8286817733990146e-05
290,+3.58128900E-05,1559368482.354,0.0001291469879518072,4.82904039408867e-05
291,+3.58603100E-05,1559368482.5623333,0.00012914789704271631,4.8290532019704435e-05
292,+3.58896900E-05,1559368482.7706668,0.00012914750273822564,4.8293862068965515e-05
293,+3.58262500E-05,1559368482.979,0.00012914756845564074,4.829091625615763e-05
294,+3.59177600E-05,1559368483.1873333,0.00012914752464403067,4.8293221674876846e-05
295,+3.57501300E-05,1559368483.3956668,0.00012914713033953997,4.8292965517241385e-05
296,+3.57267600E-05,1559368483.604,0.00012914721796276015,4.829130049261084e-05
297,+3.58396200E-05,1559368483.8123333,0.00012914775465498358,4.8293221674876846e-05
298,+3.59558100E-05,1559368484.0206668,0.0001291479408543264,4.8295527093596056e-05
299,+3.58416200E-05,1559368484.229,0.00012914812705366923,4.829130049261084e-05
300,+3.58049000E-05,1559368487.884,0.00012994443592552026,4.8291812807881773e-05
301,+3.57461200E-05,1559368488.0923333,0.00013082921139101863,4.829168472906404e-05
302,+3.56332500E-05,1559368488.3006668,0.00013083073384446877,4.829066009852217e-05
303,+3.56886800E-05,1559368488.509,0.00013355644030668129,4.8292197044334975e-05
304,+3.54970200E-05,1559368488.7173333,0.0001335578860898138,4.8291940886699514e-05
305,+3.57821700E-05,1559368488.9256668,0.00013355918948521357,4.829411822660099e-05
306,+3.59064000E-05,1559368489.134,0.00013536784227820373,4.8293862068965515e-05
307,+3.58135700E-05,1559368489.3423333,0.00013536769989047097,4.828989162561576e-05
308,+3.57494600E-05,1559368489.5506668,0.00013536944140197154,4.829270935960591e-05
309,+3.60239300E-05,1559368489.759,0.00013795324205914566,4.8293990147783256e-05
310,+3.59064000E-05,1559368489.9673333,0.00013795382256297917,4.829411822660099e-05
311,+3.59691700E-05,1559368490.1756668,0.00013795324205914566,4.8292965517241385e-05
312,+3.57027200E-05,1559368490.384,0.0001397626177437021,4.828758620689655e-05
313,+3.58282700E-05,1559368490.5923333,0.00013976478641840087,4.829245320197044e-05
314,+3.57948700E-05,1559368490.8006668,0.00013976363636363634,4.8291172413793104e-05
315,+3.57287500E-05,1559368491.009,0.0001397646440306681,4.8292068965517234e-05
316,+3.58256000E-05,1559368491.2173333,0.00013976566265060241,4.8288738916256154e-05
317,+3.54810000E-05,1559368491.4256668,0.00013976493975903615,4.82896354679803e-05
318,+3.51557500E-05,1559368491.634,0.0001397659474260679,4.8292965517241385e-05
319,+3.49620900E-05,1559368491.8423333,0.0001397659474260679,4.8293477832512314e-05
320,+3.53928300E-05,1559368492.0506668,0.00013976580503833515,4.8290532019704435e-05
