,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
162,+4.55044100E-05,1559291475.847,+1.57351310E+00,,2.2172856516976997e-05,5.1610798029556644e-05
163,+4.52025500E-05,1559291476.0553331,+1.57349700E+00,,2.2172957283680175e-05,5.161528078817734e-05
164,+4.54276200E-05,1559291476.2636666,+1.57347840E+00,,2.217272617743702e-05,5.161246305418719e-05
165,+4.50583100E-05,1559291476.472,+1.57346350E+00,,2.2172798466593645e-05,5.161143842364532e-05
166,+4.53701900E-05,1559291476.6803331,+1.57344490E+00,,2.2172842278203723e-05,5.161528078817734e-05
167,+4.54636800E-05,1559291476.8886666,+1.57343130E+00,,2.217313143483023e-05,5.1610926108374385e-05
168,+4.54189400E-05,1559291477.097,+1.57341020E+00,,2.2173174151150053e-05,5.161182266009853e-05
169,+4.53902100E-05,1559291477.3053331,+1.57339290E+00,,2.2173044906900328e-05,5.16147684729064e-05
170,+4.54082500E-05,1559291477.5136666,+1.57337550E+00,,2.2173449069003286e-05,5.161720197044335e-05
171,+4.55812200E-05,1559291477.722,+1.57335940E+00,,2.2173868565169768e-05,5.16143842364532e-05
172,+4.55591800E-05,1559291477.9303331,+1.57334580E+00,,2.217402847754655e-05,5.16143842364532e-05
173,+4.52646700E-05,1559291478.1386666,+1.57332100E+00,,2.2173695509309965e-05,5.161464039408867e-05
174,+4.52433000E-05,1559291478.347,+1.57330490E+00,,2.217370974808324e-05,5.161464039408867e-05
175,+4.54797000E-05,1559291481.946,+1.57328250E+00,,2.2173637458926613e-05,5.161335960591133e-05
176,+4.52660000E-05,1559291482.1543334,+1.57326770E+00,,2.2173883899233295e-05,5.161489655172414e-05
177,+4.52954000E-05,1559291482.3626668,+1.57325160E+00,,2.2173362541073384e-05,5.160951724137931e-05
178,+4.52479700E-05,1559291482.571,+1.57323300E+00,,2.2173868565169768e-05,5.1613615763546796e-05
179,+4.52352800E-05,1559291482.7793334,+1.57322060E+00,,2.2173782037239866e-05,5.161489655172414e-05
180,+4.53628400E-05,1559291482.9876668,+1.57320200E+00,,2.2173536692223438e-05,5.161143842364532e-05
181,+4.52506500E-05,1559291483.196,+1.57317970E+00,,2.217362322015334e-05,5.161374384236453e-05
182,+4.54469900E-05,1559291483.4043334,+1.57316110E+00,,2.2173507119386637e-05,5.161233497536946e-05
183,+4.51431300E-05,1559291483.6126668,+1.57315120E+00,,2.2173825848849944e-05,5.1615024630541875e-05
184,+4.52339400E-05,1559291483.821,+1.57313010E+00,,2.217368127053669e-05,5.1615024630541875e-05
185,+4.54129200E-05,1559291484.0293334,+1.57311400E+00,,2.2174201533406352e-05,5.1614000000000004e-05
186,+4.53120900E-05,1559291484.2376668,+1.57309410E+00,,2.2173998904709748e-05,5.161310344827586e-05
187,+4.52379600E-05,1559291484.446,+1.57307930E+00,,2.217343483023001e-05,5.16143842364532e-05
188,+4.53735200E-05,1559291484.6543334,+1.57306560E+00,,2.2173883899233295e-05,5.1613231527093594e-05
189,+4.52306100E-05,1559291484.8626668,+1.57304950E+00,,2.2174158817086528e-05,5.161054187192118e-05
190,+4.53361300E-05,1559291485.071,+1.57303460E+00,,2.21740865279299e-05,5.161335960591133e-05
191,+4.56393200E-05,1559291485.2793334,+1.57301980E+00,,2.2174100766703177e-05,5.160938916256158e-05
192,+4.55424800E-05,1559291485.4876668,+1.57300370E+00,,2.2173970427163197e-05,5.160733990147783e-05
193,+4.55464800E-05,1559291485.696,+1.57298750E+00,,2.217411500547645e-05,5.16128472906404e-05
194,+4.55090900E-05,1559291485.9043334,+1.57296770E+00,,2.217418729463308e-05,5.161412807881774e-05
195,+4.56012600E-05,1559291486.1126668,+1.57295530E+00,,2.2174201533406352e-05,5.161118226600985e-05
196,+4.56439900E-05,1559291486.321,+1.57293670E+00,,2.2174506024096385e-05,5.161387192118227e-05
197,+4.56687000E-05,1559291486.5293334,+1.57292680E+00,,2.2174432639649507e-05,5.1618354679802956e-05
