,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
206,+4.57348200E-05,1559291166.107,+1.57241090E+00,,2.2185962760131433e-05,5.163372413793104e-05
207,+4.55818900E-05,1559291166.3153334,+1.57242330E+00,,2.2186222343921138e-05,5.1631162561576356e-05
208,+4.55424800E-05,1559291166.5236669,+1.57243440E+00,,2.218625191675794e-05,5.1630394088669946e-05
209,+4.55565100E-05,1559291166.732,+1.57244930E+00,,2.2186424972617742e-05,5.163385221674877e-05
210,+4.58824100E-05,1559291166.9403334,+1.57246170E+00,,2.2186424972617742e-05,5.1631418719211824e-05
211,+4.58630300E-05,1559291167.1486669,+1.57247530E+00,,2.218628039430449e-05,5.1632059113300494e-05
212,+4.61088000E-05,1559291167.357,+1.57249020E+00,,2.218633844468784e-05,5.1634876847290645e-05
213,+4.61468700E-05,1559291167.5653334,+1.57250880E+00,,2.218641073384447e-05,5.163654187192118e-05
214,+4.59458500E-05,1559291167.7736669,+1.57252120E+00,,2.2186150054764513e-05,5.163333990147783e-05
215,+4.49908700E-05,1559291167.982,+1.57253230E+00,,2.218652683461117e-05,5.1631418719211824e-05
216,+4.50476200E-05,1559291168.1903334,+1.57254720E+00,,2.2186077765607885e-05,5.162796059113301e-05
217,+4.61248200E-05,1559291168.3986669,+1.57256330E+00,,2.2186569550930995e-05,5.163257142857143e-05
218,+4.56927400E-05,1559291168.607,+1.57257700E+00,,2.21865991237678e-05,5.163423645320197e-05
219,+4.57915800E-05,1559291168.8153334,+1.57258940E+00,,2.218643921139102e-05,5.163090640394089e-05
220,+4.56974100E-05,1559291169.0236669,+1.57260420E+00,,2.2186424972617742e-05,5.163551724137931e-05
221,+4.59872500E-05,1559291169.232,+1.57262030E+00,,2.2186309967141293e-05,5.163372413793104e-05
222,+4.57815600E-05,1559291169.4403334,+1.57263520E+00,,2.2186236582694415e-05,5.1630650246305414e-05
223,+4.59051000E-05,1559291169.6486669,+1.57265010E+00,,2.218636692223439e-05,5.163731034482758e-05
224,+4.59331600E-05,1559291169.857,+1.57266370E+00,,2.21866856516977e-05,5.163628571428571e-05
