,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
118,+4.63545600E-05,1559293412.077,+1.57710520E+00,,5.133596714129244e-05,5.1478334975369455e-05
119,+4.63866300E-05,1559293412.2853332,+1.57710520E+00,,5.133609748083242e-05,5.148128078817734e-05
120,+4.64206800E-05,1559293412.4936666,+1.57710650E+00,,5.133689266155531e-05,5.1481408866995074e-05
121,+4.64928200E-05,1559293412.702,+1.57710280E+00,,5.1337384446878425e-05,5.148268965517242e-05
122,+4.64454000E-05,1559293412.9103332,+1.57710280E+00,,5.1337486308871854e-05,5.148448275862069e-05
123,+4.64046600E-05,1559293413.1186666,+1.57710520E+00,,5.133741401971522e-05,5.148217733990148e-05
124,+4.63826100E-05,1559293413.327,+1.57710520E+00,,5.133784775465498e-05,5.147987192118227e-05
125,+4.65048300E-05,1559293416.928,+1.57710650E+00,,5.160110733844469e-05,5.148422660098522e-05
126,+4.63832900E-05,1559293417.1363332,+1.57710400E+00,,5.342258269441402e-05,5.148294581280788e-05
127,+4.62517300E-05,1559293417.3446667,+1.57710150E+00,,5.342317524644031e-05,5.147987192118227e-05
128,+4.61562200E-05,1559293417.553,+1.57710030E+00,,5.555661774370207e-05,5.148333004926108e-05
129,+4.62724300E-05,1559293417.7613332,+1.57710400E+00,,5.5549326396495064e-05,5.1479615763546793e-05
130,+4.62163200E-05,1559293417.9696667,+1.57710520E+00,,5.5551901423877325e-05,5.148115270935961e-05
131,+4.61622400E-05,1559293418.178,+1.57710280E+00,,5.7727640744797374e-05,5.147820689655173e-05
132,+4.63465500E-05,1559293418.3863332,+1.57710280E+00,,5.7729782037239866e-05,5.1478334975369455e-05
133,+4.61054800E-05,1559293418.5946667,+1.57710520E+00,,5.773232749178532e-05,5.148499507389163e-05
134,+4.61174900E-05,1559293418.803,+1.57710650E+00,,5.984472398685652e-05,5.147654187192118e-05
135,+4.61929500E-05,1559293419.0113332,+1.57711270E+00,,5.9846387732749176e-05,5.148217733990148e-05
136,+4.62711000E-05,1559293419.2196667,+1.57710400E+00,,5.984881708652793e-05,5.1479615763546793e-05
137,+4.61742600E-05,1559293419.428,+1.57710280E+00,,6.196122453450165e-05,5.147974384236453e-05
138,+4.61602300E-05,1559293419.6363332,+1.57710520E+00,,6.196290251916758e-05,5.148166502463055e-05
139,+4.62503900E-05,1559293419.8446667,+1.57710400E+00,,6.196482584884994e-05,5.1480384236453203e-05
140,+4.60266600E-05,1559293420.053,+1.57710280E+00,,6.196633077765609e-05,5.147859113300492e-05
141,+4.60600500E-05,1559293420.2613332,+1.57710030E+00,,6.196718400876233e-05,5.147795073891626e-05
142,+4.60206500E-05,1559293420.4696667,+1.57710150E+00,,6.19686013143483e-05,5.1478334975369455e-05
143,+4.61234900E-05,1559293420.678,+1.57710520E+00,,6.197017853231106e-05,5.1478334975369455e-05
144,+4.60727500E-05,1559293420.8863332,+1.57710150E+00,,6.197030887185105e-05,5.147897536945813e-05
145,+4.59638900E-05,1559293421.0946667,+1.57710030E+00,,6.197139320920044e-05,5.148089655172414e-05
146,+4.60607300E-05,1559293421.303,+1.57710400E+00,,6.197240635268346e-05,5.148089655172414e-05
147,+4.60133100E-05,1559293421.5113332,+1.57710280E+00,,6.197310076670318e-05,5.148e-05
148,+4.59578900E-05,1559293421.7196667,+1.57710520E+00,,6.197454654983572e-05,5.14788472906404e-05
149,+4.59552100E-05,1559293421.928,+1.57710770E+00,,6.197499561883899e-05,5.147974384236453e-05
150,+4.59692400E-05,1559293425.665,+1.57710520E+00,,6.301865060240963e-05,5.147756650246305e-05
151,+4.60093100E-05,1559293425.8733332,+1.57711140E+00,,6.415362760131435e-05,5.148e-05
152,+4.60607300E-05,1559293426.0816667,+1.57710900E+00,,6.41547995618839e-05,5.147987192118227e-05
153,+4.59151400E-05,1559293426.29,+1.57710150E+00,,6.535953012048193e-05,5.1479615763546793e-05
154,+4.59932800E-05,1559293426.4983332,+1.57710900E+00,,6.627397918948521e-05,5.1479103448275865e-05
155,+4.58924400E-05,1559293426.7066667,+1.57710770E+00,,6.627429682365826e-05,5.148089655172414e-05
156,+4.59071300E-05,1559293426.915,+1.57710520E+00,,6.753207447973713e-05,5.147756650246305e-05
157,+4.59164700E-05,1559293427.1233332,+1.57710280E+00,,6.838865717415115e-05,5.148371428571429e-05
158,+4.59712300E-05,1559293427.3316667,+1.57710280E+00,,6.838959802847755e-05,5.148e-05
159,+4.59211500E-05,1559293427.54,+1.57710650E+00,,6.987946111719605e-05,5.148256157635468e-05
160,+4.59331600E-05,1559293427.7483332,+1.57710520E+00,,7.056528148959474e-05,5.148192118226601e-05
