,SQUID_Volt(V),timestamp,Temp(V),FC_CURR(A),MOD_CURR(A),SQUID_Curr(A)
103,-3.32881000E-05,1559284835.905,+1.56764120E+00,0.012512702,1.4436473165388829e-08,4.931e-05
104,-3.29744000E-05,1559284836.1133332,+1.56763870E+00,0.012512767999999999,1.4529025191675794e-08,4.93092315270936e-05
105,-3.35148000E-05,1559284836.3216667,+1.56763990E+00,0.012512859000000001,1.4510186199342825e-08,4.930948768472906e-05
106,-3.27540000E-05,1559284836.53,+1.56764240E+00,0.012818154000000002,1.455355969331873e-08,4.9313073891625613e-05
107,-3.24805000E-05,1559284836.7383332,+1.56765980E+00,0.013534774999999999,1.4514567360350494e-08,4.9313586206896556e-05
108,-3.29276000E-05,1559284836.9466667,+1.56765850E+00,0.013534866000000001,1.4549288061336256e-08,4.930897536945813e-05
109,-3.18932000E-05,1559284837.155,+1.56766840E+00,0.013534971000000002,1.4536254107338445e-08,4.9306541871921186e-05
110,-3.48629000E-05,1559284837.3633332,+1.56767090E+00,0.013534892000000001,1.4466812705366923e-08,4.9311536945812814e-05
111,-3.25938000E-05,1559284837.5716667,+1.56766720E+00,0.01353501,1.4518838992332968e-08,4.930795073891626e-05
112,-3.21869000E-05,1559284837.78,+1.56766840E+00,0.013955032000000001,1.4510186199342825e-08,4.930948768472906e-05
113,-3.16930000E-05,1559284837.9883332,+1.56768330E+00,0.014557489000000002,1.456078860898138e-08,4.93092315270936e-05
114,-3.02047000E-05,1559284838.1966667,+1.56767710E+00,0.014557685,1.444370208105148e-08,4.930692610837439e-05
115,-3.04250000E-05,1559284838.405,+1.56767960E+00,0.014557763000000001,1.4533296823658268e-08,4.930846305418719e-05
116,-3.29677000E-05,1559284838.6133332,+1.56767590E+00,0.014557737000000001,1.4530449069003285e-08,4.930718226600985e-05
117,-3.12992000E-05,1559284838.8216667,+1.56767460E+00,0.014557803,1.4563745892661555e-08,4.930692610837439e-05
118,-3.17398000E-05,1559284839.03,+1.56767830E+00,0.014557893999999998,1.46013143483023e-08,4.9306413793103445e-05
119,-3.20867000E-05,1559284839.2383332,+1.56767710E+00,0.014557855,1.3952026286966046e-08,4.930871921182266e-05
120,-3.23070000E-05,1559284839.4466667,+1.56767830E+00,0.014557763000000001,1.4419167579408543e-08,4.931102463054187e-05
121,-3.06919000E-05,1559284839.655,+1.56768210E+00,0.014557829,1.4930996714129245e-08,4.9312561576354685e-05
122,-3.19999000E-05,1559284839.8633332,+1.56768330E+00,0.014557777,1.4630230010952902e-08,4.931102463054187e-05
123,-3.18065000E-05,1559284840.0716667,+1.56768700E+00,0.014557816000000001,1.443209200438116e-08,4.930974384236453e-05
124,-3.17465000E-05,1559284840.28,+1.56768830E+00,0.014557934,1.4754545454545455e-08,4.931102463054187e-05
125,-3.08588000E-05,1559284843.881,+1.56768580E+00,0.014560028,1.4623001095290254e-08,4.930974384236453e-05
126,-3.13720000E-05,1559284844.0893333,+1.56769200E+00,0.01558456,1.4479846659364731e-08,4.9310128078817734e-05
127,-3.16413000E-05,1559284844.2976668,+1.56769320E+00,0.015584848000000002,1.4426396495071193e-08,4.93092315270936e-05
128,-3.22272000E-05,1559284844.506,+1.56769820E+00,0.015584848000000002,1.4711171960569551e-08,4.930718226600985e-05
129,-3.25560000E-05,1559284844.7143333,+1.56769690E+00,0.015585083999999999,1.4557940854326397e-08,4.930795073891626e-05
130,-3.05342000E-05,1559284844.9226668,+1.56770070E+00,0.015585031,1.459408543263965e-08,4.931064039408867e-05
131,-3.12098000E-05,1559284845.131,+1.56778870E+00,0.014628563,1.4304928806133627e-08,4.930795073891626e-05
132,-3.12739000E-05,1559284845.3393333,+1.56774400E+00,0.016635023,1.4358378970427163e-08,4.930897536945813e-05
133,-3.08582000E-05,1559284845.5476668,+1.56774780E+00,0.01663378,1.4384446878422782e-08,4.9303083743842365e-05
134,-3.22903000E-05,1559284845.756,+1.56774900E+00,0.016633479,1.4391675794085432e-08,4.930513300492611e-05
135,-3.34517000E-05,1559284845.9643333,+1.56775020E+00,0.016633322,1.4433625410733845e-08,4.9307054187192115e-05
136,-3.22876000E-05,1559284846.1726668,+1.56774900E+00,0.016633178000000002,1.441763417305586e-08,4.9307438423645316e-05
137,-3.28662000E-05,1559284846.381,+1.56775400E+00,0.016855329,1.4395947426067909e-08,4.930231527093596e-05
138,-3.25767000E-05,1559284846.5893333,+1.56775020E+00,0.017661846000000002,1.4393099671412925e-08,4.931064039408867e-05
139,-3.32208000E-05,1559284846.7976668,+1.56775400E+00,0.017661872000000002,1.4406133625410735e-08,4.930526108374384e-05
140,-3.26653000E-05,1559284847.006,+1.56775520E+00,0.017661859,1.4478422782037238e-08,4.930859113300493e-05
141,-3.30206000E-05,1559284847.2143333,+1.56775400E+00,0.017662003000000003,1.4406133625410735e-08,4.9305517241379315e-05
142,-3.32497000E-05,1559284847.4226668,+1.56775270E+00,0.01766199,1.434249726177437e-08,4.9303083743842365e-05
143,-3.14154000E-05,1559284847.631,+1.56775270E+00,0.017662042,1.434972617743702e-08,4.9309359605911324e-05
144,-3.31468000E-05,1559284847.8393333,+1.56775770E+00,0.01766182,1.436418400876232e-08,4.930795073891626e-05
145,-3.21045000E-05,1559284848.0476668,+1.56776020E+00,0.017661859,1.4356955093099672e-08,4.9311793103448275e-05
146,-3.20596000E-05,1559284848.256,+1.56775520E+00,0.017662055,1.4456736035049287e-08,4.9307054187192115e-05
147,-3.21022000E-05,1559284848.4643333,+1.56775520E+00,0.017661872000000002,1.4461007667031764e-08,4.931192118226601e-05
148,-3.36055000E-05,1559284848.6726668,+1.56775400E+00,0.017661977000000002,1.4400328587075576e-08,4.9308334975369453e-05
149,-3.18052000E-05,1559284848.881,+1.56775770E+00,0.017661898000000002,1.4277437020810514e-08,4.930897536945813e-05
150,-3.20299000E-05,1559284852.48,+1.56775270E+00,0.017661977000000002,1.4177656078860899e-08,4.930820689655172e-05
151,-3.26608000E-05,1559284852.6883333,+1.56776390E+00,0.018688382,1.3934720700985762e-08,4.9309103448275863e-05
152,-3.28429000E-05,1559284852.8966668,+1.56775890E+00,0.018688564999999997,1.4414786418400876e-08,4.93096157635468e-05
153,-3.24907000E-05,1559284853.105,+1.56776020E+00,0.018688604,1.4411829134720701e-08,4.9313073891625613e-05
154,-3.31990000E-05,1559284853.3133333,+1.56775640E+00,0.018688590999999997,1.4304928806133627e-08,4.9315507389162564e-05
155,-3.36201000E-05,1559284853.5216668,+1.56775640E+00,0.018688513,1.4504381161007668e-08,4.93167881773399e-05
156,-3.31723000E-05,1559284853.73,+1.56776260E+00,0.018780831,1.4258598028477545e-08,4.9314098522167484e-05
157,-3.19733000E-05,1559284853.9383333,+1.56776390E+00,0.019694197,1.4304928806133627e-08,4.9318197044334975e-05
158,-3.18276000E-05,1559284854.1466668,+1.56776140E+00,0.019694301,1.4339539978094195e-08,4.9319743842364534e-05
159,-3.27353000E-05,1559284854.355,+1.56775890E+00,0.019694485,1.437721796276013e-08,4.9317172413793104e-05
160,-3.21219000E-05,1559284854.5633333,+1.56776020E+00,0.019694406,1.4391675794085432e-08,4.931730049261084e-05
161,-3.32715000E-05,1559284854.7716668,+1.56776390E+00,0.019694523999999998,1.4345345016429353e-08,4.9320768472906405e-05
162,-2.86468000E-05,1559284854.98,+1.56776260E+00,0.01990348,1.4281708652792991e-08,4.931704433497537e-05
163,-3.27806000E-05,1559284855.1883333,+1.56776140E+00,0.020724032,1.424709748083242e-08,4.9318197044334975e-05
164,-3.20989000E-05,1559284855.3966668,+1.56776510E+00,0.020724124,1.424709748083242e-08,4.931794088669951e-05
165,-3.32789000E-05,1559284855.605,+1.56776640E+00,0.020724176,1.4249945235487404e-08,4.932358620689656e-05
166,-3.27388000E-05,1559284855.8133333,+1.56776640E+00,0.020724202,1.428751369112815e-08,4.932e-05
167,-3.21941000E-05,1559284856.0216668,+1.56776880E+00,0.020724293999999997,1.4372836801752463e-08,4.9314098522167484e-05
168,-3.26131000E-05,1559284856.23,+1.56776640E+00,0.020724438,1.444512595837897e-08,4.931934975369458e-05
169,-3.17660000E-05,1559284856.4383333,+1.56777010E+00,0.020724371999999998,1.4307776560788608e-08,4.9317172413793104e-05
170,-3.23152000E-05,1559284856.6466668,+1.56776760E+00,0.020724582,1.4330887185104054e-08,4.9316403940886694e-05
171,-3.19279000E-05,1559284856.855,+1.56776760E+00,0.020724621,1.4341073384446878e-08,4.931614778325123e-05
172,-3.22924000E-05,1559284857.0633333,+1.56777010E+00,0.020724438,1.4245564074479737e-08,4.9316916256157636e-05
173,-3.27098000E-05,1559284857.2716668,+1.56776880E+00,0.020724687,1.4194961664841183e-08,4.931870935960591e-05
174,-3.30404000E-05,1559284857.48,+1.56776760E+00,0.020724464,1.4252792990142388e-08,4.93156354679803e-05
175,-3.26449000E-05,1559284861.08,+1.56777010E+00,0.020724516000000002,1.4319386637458927e-08,4.931435467980295e-05
176,-3.29970000E-05,1559284861.2883332,+1.56777130E+00,0.021735814,1.4359802847754656e-08,4.931448275862069e-05
177,-3.25080000E-05,1559284861.4966667,+1.56777260E+00,0.021736194,1.4194961664841183e-08,4.93167881773399e-05
178,-3.20131000E-05,1559284861.705,+1.56777380E+00,0.021736312,1.41921139101862e-08,4.9319221674876846e-05
179,-3.20528000E-05,1559284861.9133332,+1.56777010E+00,0.021736325,1.4276013143483023e-08,4.9315123152709355e-05
180,-3.27542000E-05,1559284862.1216667,+1.56776880E+00,0.021736233,1.4169003285870755e-08,4.9317428571428565e-05
181,-3.28487000E-05,1559284862.33,+1.56777130E+00,0.021815736999999998,1.4245564074479737e-08,4.931537931034482e-05
182,-3.10058000E-05,1559284862.5383332,+1.56777010E+00,0.022730258,1.4189156626506026e-08,4.931371428571429e-05
183,-3.23928000E-05,1559284862.7466667,+1.56776880E+00,0.02273048,1.4307776560788608e-08,4.9313842364532023e-05
184,-3.22886000E-05,1559284862.955,+1.56777260E+00,0.022730533,1.4276013143483023e-08,4.9312561576354685e-05
185,-3.19659000E-05,1559284863.1633332,+1.56777260E+00,0.022730571999999998,1.4307776560788608e-08,4.931230541871921e-05
186,-3.23455000E-05,1559284863.3716667,+1.56777010E+00,0.022730702999999998,1.4231106243154435e-08,4.9314098522167484e-05
187,-3.20973000E-05,1559284863.58,+1.56777130E+00,0.022921412,1.4307776560788608e-08,4.931461083743843e-05
188,-3.23695000E-05,1559284863.7883332,+1.56777010E+00,0.023737354999999998,1.4194961664841183e-08,4.931794088669951e-05
189,-3.21346000E-05,1559284863.9966667,+1.56777380E+00,0.023737591,1.424709748083242e-08,4.931230541871921e-05
190,-3.16522000E-05,1559284864.205,+1.56777630E+00,0.023737604000000002,1.4157393209200437e-08,4.9317172413793104e-05
191,-3.14000000E-05,1559284864.4133332,+1.56777880E+00,0.023737630000000003,1.4297699890470976e-08,4.931320197044335e-05
192,-3.20073000E-05,1559284864.6216667,+1.56777880E+00,0.023737774,1.4235487404162103e-08,4.931333004926108e-05
193,-3.18888000E-05,1559284864.83,+1.56777750E+00,0.023737748,1.4267250821467688e-08,4.9311793103448275e-05
194,-3.16741000E-05,1559284865.0383332,+1.56777880E+00,0.023738023,1.423253012048193e-08,4.931333004926108e-05
195,-3.17351000E-05,1559284865.2466667,+1.56777880E+00,0.023737997,1.4205147864184009e-08,4.930846305418719e-05
196,-3.24531000E-05,1559284865.455,+1.56778000E+00,0.023738087999999997,1.4229682365826946e-08,4.9313842364532023e-05
197,-3.19500000E-05,1559284865.6633332,+1.56778000E+00,0.023738101,1.416604600219058e-08,4.9310768472906404e-05
198,-3.16029000E-05,1559284865.8716667,+1.56777880E+00,0.023738218999999998,1.4169003285870755e-08,4.9312561576354685e-05
199,-3.17383000E-05,1559284866.08,+1.56778120E+00,0.023738206,1.4189156626506026e-08,4.931230541871921e-05
200,-3.19279000E-05,1559284869.681,+1.56778370E+00,0.02373818,1.4171851040525739e-08,4.9313842364532023e-05
201,-3.13545000E-05,1559284869.8893332,+1.56778740E+00,0.024746048,1.4102409638554218e-08,4.9312817733990146e-05
202,-3.15552000E-05,1559284870.0976667,+1.56779110E+00,0.02474614,1.4053231106243153e-08,4.931461083743843e-05
203,-3.21493000E-05,1559284870.306,+1.56778740E+00,0.024746363,1.4047535596933188e-08,4.930871921182266e-05
204,-3.09833000E-05,1559284870.5143332,+1.56779110E+00,0.024746376,1.4181927710843374e-08,4.931435467980295e-05
205,-3.19619000E-05,1559284870.7226667,+1.56779730E+00,0.024746336,1.4122672508214676e-08,4.931102463054187e-05
206,-3.18423000E-05,1559284870.931,+1.56779610E+00,0.024827332,1.4183461117196058e-08,4.931102463054187e-05
207,-3.27294000E-05,1559284871.1393332,+1.56779490E+00,0.02594353,1.4086527929901423e-08,4.9314098522167484e-05
208,-3.21408000E-05,1559284871.3476667,+1.56779110E+00,0.025943884,1.4163198247535596e-08,4.9315891625615765e-05
209,-3.08412000E-05,1559284871.556,+1.56778990E+00,0.025943989,1.41921139101862e-08,4.9317172413793104e-05
210,-3.35224000E-05,1559284871.7643332,+1.56779240E+00,0.025944133,1.4067798466593647e-08,4.93167881773399e-05
211,-3.18483000E-05,1559284871.9726667,+1.56778990E+00,0.025944093,1.4102409638554218e-08,4.9315891625615765e-05
212,-3.26811000E-05,1559284872.181,+1.56778870E+00,0.026122748,1.4067798466593647e-08,4.9311793103448275e-05
213,-3.20678000E-05,1559284872.3893332,+1.56779360E+00,0.026951649,1.4093756845564077e-08,4.9314098522167484e-05
214,-3.25880000E-05,1559284872.5976667,+1.56779490E+00,0.026951845000000002,1.4075027382256298e-08,4.9314866995073894e-05
215,-3.25377000E-05,1559284872.806,+1.56778740E+00,0.026951976,1.4030120481927711e-08,4.9316916256157636e-05
216,-3.26650000E-05,1559284873.0143332,+1.56779240E+00,0.026952041,1.408225629791895e-08,4.930769458128079e-05
