,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
440,+3.78017000E-05,1559361462.981,,0.00019327135815991239
441,+3.78424400E-05,1559361463.1893332,,0.00019327179627601313
442,+3.78424300E-05,1559361463.3976667,,0.00019327121577217962
443,+3.78464400E-05,1559361463.606,,0.00019327208105147863
444,+3.78571200E-05,1559361463.8143332,,0.00019327092004381161
445,+3.78097200E-05,1559361464.0226667,,0.00019327266155531216
446,+3.78217400E-05,1559361464.231,,0.00019326947426067908
447,+3.78143900E-05,1559361464.4393332,,0.00019326947426067908
448,+3.77916900E-05,1559361464.6476667,,0.00019326947426067908
449,+3.77709800E-05,1559361464.856,,0.00019326831325301206
450,+3.78631400E-05,1559361468.455,,0.00019439407447973713
451,+3.77996900E-05,1559361468.6633332,,0.00019494725082146768
452,+3.78223900E-05,1559361468.8716667,,0.00019494797371303395
453,+3.78250800E-05,1559361469.08,,0.00019683484118291348
454,+3.78277300E-05,1559361469.2883332,,0.0001976593209200438
455,+3.78324200E-05,1559361469.4966667,,0.00019765961664841182
456,+3.78310900E-05,1559361469.705,,0.00019908186199342826
457,+3.78430900E-05,1559361469.9133332,,0.0001994697152245345
458,+3.78237300E-05,1559361470.1216667,,0.00019947015334063526
459,+3.78297500E-05,1559361470.33,,0.00020156184008762322
460,+3.78557800E-05,1559361470.5383332,,0.0002020537787513691
461,+3.78357500E-05,1559361470.7466667,,0.00020205522453450164
462,+3.78738200E-05,1559361470.955,,0.00020356650602409637
463,+3.77970200E-05,1559361471.1633332,,0.00020386155531215773
464,+3.78117100E-05,1559361471.3716667,,0.00020386054764512596
465,+3.78190600E-05,1559361471.58,,0.00020386040525739323
466,+3.78718200E-05,1559361471.7883332,,0.00020386213581599123
467,+3.78123800E-05,1559361471.9966667,,0.00020385938663745892
468,+3.78164000E-05,1559361472.205,,0.00020385779846659365
469,+3.78591300E-05,1559361472.4133332,,0.0002038557721796276
470,+3.78778400E-05,1559361472.6216667,,0.0002038579408543264
471,+3.78571200E-05,1559361472.83,,0.0002038575027382256
472,+3.78905200E-05,1559361473.0383332,,0.0002038569222343921
473,+3.78304000E-05,1559361473.2466667,,0.00020385533406352683
474,+3.78484400E-05,1559361473.455,,0.00020385677984665937
475,+3.77155500E-05,1559361477.056,,0.00020550314348302302
476,+3.77202200E-05,1559361477.2643332,,0.00020642969331872947
477,+3.76948500E-05,1559361477.4726667,,0.00020642564074479738
478,+3.77322400E-05,1559361477.681,,0.0002077400547645126
479,+3.76854900E-05,1559361477.8893332,,0.00020823026286966048
480,+3.76888400E-05,1559361478.0976667,,0.0002082273713033954
481,+3.77095500E-05,1559361478.306,,0.000209495147864184
482,+3.77496000E-05,1559361478.5143332,,0.00020990369112814896
483,+3.76888300E-05,1559361478.7226667,,0.0002099021029572837
484,+3.76981800E-05,1559361478.931,,0.00021202404162102957
485,+3.76541100E-05,1559361479.1393332,,0.00021261371303395402
486,+3.76327400E-05,1559361479.3476667,,0.00021261283680175247
487,+3.76547800E-05,1559361479.556,,0.00021406998904709748
488,+3.76501000E-05,1559361479.7643332,,0.00021428323110624315
489,+3.76441000E-05,1559361479.9726667,,0.00021426412924424972
490,+3.75773100E-05,1559361480.181,,0.00021426441401971525
491,+3.76634600E-05,1559361480.3893332,,0.00021426441401971525
492,+3.76440900E-05,1559361480.5976667,,0.00021426238773274918
493,+3.76260600E-05,1559361480.806,,0.00021425167579408542
494,+3.76681300E-05,1559361481.0143332,,0.0002142424096385542
495,+3.76561100E-05,1559361481.2226667,,0.00021421952902519166
496,+3.76968500E-05,1559361481.431,,0.00021421837897042716
497,+3.76861600E-05,1559361481.6393332,,0.00021421721796276014
498,+3.76841700E-05,1559361481.8476667,,0.0002142160569550931
499,+3.76834900E-05,1559361482.056,,0.00021421721796276014
500,+3.77823400E-05,1559361485.655,,0.0002160541073384447
501,+3.78030300E-05,1559361485.8633332,,0.0002169336035049288
502,+3.77596200E-05,1559361486.0716667,,0.00021693693318729462
503,+3.77369200E-05,1559361486.28,,0.0002181104600219058
504,+3.77923500E-05,1559361486.4883332,,0.00021861242059145674
505,+3.77549500E-05,1559361486.6966667,,0.00021861169769989047
506,+3.77589600E-05,1559361486.905,,0.0002219920153340635
507,+3.77489400E-05,1559361487.1133332,,0.00022191644030668126
508,+3.77395900E-05,1559361487.3216667,,0.00022190486308871853
509,+3.77903500E-05,1559361487.53,,0.00022370656078860897
510,+3.77516100E-05,1559361487.7383332,,0.00022370134720700987
511,+3.77235700E-05,1559361487.9466667,,0.0002236987513691128
512,+3.77549500E-05,1559361488.155,,0.00022550088718510406
513,+3.77375800E-05,1559361488.3633332,,0.0002254948083242059
514,+3.77456000E-05,1559361488.5716667,,0.00022549422782037242
515,+3.77436000E-05,1559361488.78,,0.00022549625410733844
516,+3.77469300E-05,1559361488.9883332,,0.00022549798466593647
517,+3.77930200E-05,1559361489.1966667,,0.00022549972617743705
518,+3.77943500E-05,1559361489.405,,0.00022549798466593647
519,+3.78037100E-05,1559361489.6133332,,0.0002254969769989047
520,+3.78257400E-05,1559361489.8216667,,0.0002254956736035049
521,+3.78371000E-05,1559361490.03,,0.0002254963964950712
