,SQUID_Volt(V),timestamp,FC_CURR(A),MAG_CURR(A),MOD_CURR(A),SQUID_Curr(A)
1182,+4.68921400E-05,1559359633.3533332,,,,
1183,+4.69275400E-05,1559359633.5616667,,,,
1184,+4.69061600E-05,1559359633.77,,,,
1185,+4.69068300E-05,1559359633.9783332,,,,
1186,+4.69428900E-05,1559359634.1866667,,,,
1187,+4.68928100E-05,1559359634.395,,,,
1188,+4.68934800E-05,1559359634.6033332,,,,
1189,+4.69295400E-05,1559359634.8116667,,,,
1190,+4.68467200E-05,1559359635.02,,,,
1191,+4.68634200E-05,1559359635.2283332,,,,
1192,+4.68888000E-05,1559359635.4366667,,,,
1193,+4.68527400E-05,1559359635.645,,,,
1194,+4.68460600E-05,1559359635.8533332,,,,
1195,+4.68701000E-05,1559359636.0616667,,,,
1196,+4.68507400E-05,1559359636.27,,,,
1197,+4.68373700E-05,1559359636.4783332,,,,
1198,+4.68534100E-05,1559359636.6866667,,,,
1199,+4.68360300E-05,1559359636.895,,,,
1200,+4.68854500E-05,1559359638.495,,,,
1201,+4.68961500E-05,1559359638.7033331,,,,
1202,+4.68440600E-05,1559359638.9116666,,,,
1203,+4.68981500E-05,1559359639.12,,,,
1204,+4.68961400E-05,1559359639.3283331,,,,
1205,+4.68614300E-05,1559359639.5366666,,,,
1206,+4.69175200E-05,1559359639.745,,,,
1207,+4.69141900E-05,1559359639.9533331,,,,
1208,+4.68981400E-05,1559359640.1616666,,,,
1209,+4.69215300E-05,1559359640.37,,,,
1210,+4.69428900E-05,1559359640.5783331,,,,
1211,+4.69442200E-05,1559359640.7866666,,,,
1212,+4.69128500E-05,1559359640.995,,,,
1213,+4.69535800E-05,1559359641.2033331,,,,
1214,+4.70030100E-05,1559359641.4116666,,,,
1215,+4.69562400E-05,1559359641.62,,,,
1216,+4.70003200E-05,1559359641.8283331,,,,
1217,+4.69335500E-05,1559359642.0366666,,,,
1218,+4.69596000E-05,1559359642.245,,,,
1219,+4.70056700E-05,1559359642.4533331,,,,
1220,+4.69849700E-05,1559359642.6616666,,,,
1221,+4.69956600E-05,1559359642.87,,,,
1222,+4.69702700E-05,1559359643.0783331,,,,
1223,+4.69862900E-05,1559359643.2866666,,,,
1224,+4.69923200E-05,1559359643.495,,,,
1225,+4.69662700E-05,1559359645.095,,,,
1226,+4.70096800E-05,1559359645.3033333,,,,
1227,+4.69702700E-05,1559359645.5116668,,,,
1228,+4.69562600E-05,1559359645.72,,,,
1229,+4.69502500E-05,1559359645.9283333,,,,
1230,+4.69789600E-05,1559359646.1366668,,,,
1231,+4.69956600E-05,1559359646.345,,,,
1232,+4.70377300E-05,1559359646.5533333,,,,
1233,+4.70123500E-05,1559359646.7616668,,,,
1234,+4.69976500E-05,1559359646.97,,,,
1235,+4.69856300E-05,1559359647.1783333,,,,
1236,+4.69896300E-05,1559359647.3866668,,,,
1237,+4.69762800E-05,1559359647.595,,,,
1238,+4.70010000E-05,1559359647.8033333,,,,
1239,+4.69976500E-05,1559359648.0116668,,,,
1240,+4.70176900E-05,1559359648.22,,,,
1241,+4.69949900E-05,1559359648.4283333,,,,
1242,+4.70297100E-05,1559359648.6366668,,,,
1243,+4.69989900E-05,1559359648.845,,,,
1244,+4.70283800E-05,1559359649.0533333,,,,
1245,+4.70250400E-05,1559359649.2616668,,,,
1246,+4.70016700E-05,1559359649.47,,,,
1247,+4.69836200E-05,1559359649.6783333,,,,
1248,+4.70397200E-05,1559359649.8866668,,,,
1249,+4.70577600E-05,1559359650.095,,,,
1250,+4.70744500E-05,1559359651.695,,,,
1251,+4.70644400E-05,1559359651.9033332,,,,
1252,+4.70671100E-05,1559359652.1116667,,,,
1253,+4.70871500E-05,1559359652.32,,,,
1254,+4.71018400E-05,1559359652.5283332,,,,
1255,+4.70858200E-05,1559359652.7366667,,,,
1256,+4.70544100E-05,1559359652.945,,,,
1257,+4.70671100E-05,1559359653.1533332,,,,
1258,+4.70751200E-05,1559359653.3616667,,,,
1259,+4.70884900E-05,1559359653.57,,,,
1260,+4.70791300E-05,1559359653.7783332,,,,
1261,+4.70965000E-05,1559359653.9866667,,,,
1262,+4.70677800E-05,1559359654.195,,,,
1263,+4.70684400E-05,1559359654.4033332,,,,
1264,+4.70931600E-05,1559359654.6116667,,,,
1265,+4.71058300E-05,1559359654.82,,,,
1266,+4.70510800E-05,1559359655.0283332,,,,
1267,+4.70644400E-05,1559359655.2366667,,,,
1268,+4.70590900E-05,1559359655.445,,,,
1269,+4.70891400E-05,1559359655.6533332,,,,
1270,+4.70717800E-05,1559359655.8616667,,,,
1271,+4.70898100E-05,1559359656.07,,,,
1272,+4.71078400E-05,1559359656.2783332,,,,
1273,+4.71098600E-05,1559359656.4866667,,,,
1274,+4.70971600E-05,1559359656.695,,,,
1275,+4.71372400E-05,1559359658.294,,,,
1276,+4.71131800E-05,1559359658.5023332,,,,
1277,+4.71612800E-05,1559359658.7106667,,,,
1278,+4.71566000E-05,1559359658.919,,,,
1279,+4.71392300E-05,1559359659.1273332,,,,
1280,+4.72113700E-05,1559359659.3356667,,,,
1281,+4.71839800E-05,1559359659.544,,,,
1282,+4.72000100E-05,1559359659.7523332,,,,
1283,+4.71839800E-05,1559359659.9606667,,,,
1284,+4.71572700E-05,1559359660.169,,,,
1285,+4.71545900E-05,1559359660.3773332,,,,
1286,+4.71686200E-05,1559359660.5856667,,,,
1287,+4.71632700E-05,1559359660.794,,,,
1288,+4.71465900E-05,1559359661.0023332,,,,
1289,+4.71966700E-05,1559359661.2106667,,,,
1290,+4.72146900E-05,1559359661.419,,,,
1291,+4.71813000E-05,1559359661.6273332,,,,
1292,+4.72267200E-05,1559359661.8356667,,,,
1293,+4.72160300E-05,1559359662.044,,,,
1294,+4.71779700E-05,1559359662.2523332,,,,
1295,+4.72053500E-05,1559359662.4606667,,,,
1296,+4.71839800E-05,1559359662.669,,,,
1297,+4.71172000E-05,1559359662.8773332,,,,
1298,+4.71399100E-05,1559359663.0856667,,,,
1299,+4.71285500E-05,1559359663.294,,,,
1300,+4.71258700E-05,1559359664.895,,,,
1301,+4.70838100E-05,1559359665.1033332,,,,
1302,+4.71151900E-05,1559359665.3116667,,,,
1303,+4.70644400E-05,1559359665.52,,,,
1304,+4.70444000E-05,1559359665.7283332,,,,
1305,+4.70550900E-05,1559359665.9366667,,,,
1306,+4.70477500E-05,1559359666.145,,,,
1307,+4.70070100E-05,1559359666.3533332,,,,
1308,+4.70570900E-05,1559359666.5616667,,,,
1309,+4.70544100E-05,1559359666.77,,,,
1310,+4.70764600E-05,1559359666.9783332,,,,
1311,+4.70624400E-05,1559359667.1866667,,,,
1312,+4.70664500E-05,1559359667.395,,,,
1313,+4.70203600E-05,1559359667.6033332,,,,
1314,+4.70590900E-05,1559359667.8116667,,,,
1315,+4.70170200E-05,1559359668.02,,,,
1316,+4.70337200E-05,1559359668.2283332,,,,
1317,+4.70136800E-05,1559359668.4366667,,,,
1318,+4.69909800E-05,1559359668.645,,,,
1319,+4.70350500E-05,1559359668.8533332,,,,
1320,+4.70330600E-05,1559359669.0616667,,,,
1321,+4.70644400E-05,1559359669.27,,,,
1322,+4.70370600E-05,1559359669.4783332,,,,
1323,+4.69876400E-05,1559359669.6866667,,,,
1324,+4.70090200E-05,1559359669.895,,,,
1325,+4.70150200E-05,1559359671.494,,,,
1326,+4.70470700E-05,1559359671.7023332,,,,
1327,+4.69929800E-05,1559359671.9106667,,,,
1328,+4.70270400E-05,1559359672.119,,,,
1329,+4.70497500E-05,1559359672.3273332,,,,
1330,+4.70103500E-05,1559359672.5356667,,,,
1331,+4.70737900E-05,1559359672.744,,,,
1332,+4.70337100E-05,1559359672.9523332,,,,
1333,+4.70270400E-05,1559359673.1606667,,,,
1334,+4.69816300E-05,1559359673.369,,,,
1335,+4.70310500E-05,1559359673.5773332,,,,
1336,+4.70010000E-05,1559359673.7856667,,,,
1337,+4.70010000E-05,1559359673.994,,,,
1338,+4.69869800E-05,1559359674.2023332,,,,
1339,+4.70524200E-05,1559359674.4106667,,,,
1340,+4.70110100E-05,1559359674.619,,,,
1341,+4.70183600E-05,1559359674.8273332,,,,
1342,+4.69896500E-05,1559359675.0356667,,,,
1343,+4.69849700E-05,1559359675.244,,,,
1344,+4.69970000E-05,1559359675.4523332,,,,
1345,+4.70190200E-05,1559359675.6606667,,,,
1346,+4.70063300E-05,1559359675.869,,,,
1347,+4.69883100E-05,1559359676.0773332,,,,
1348,+4.70203700E-05,1559359676.2856667,,,,
1349,+4.70136900E-05,1559359676.494,,,,
1350,,1559359309.168,,-0.001,,
1351,,1559359309.274,,0.0,,
1352,,1559359309.443,,0.005,,
1353,,1559359309.564,,0.016,,
1354,,1559359309.67,,0.037,,
1355,,1559359309.79,,0.07,,
1356,,1559359309.91,,0.101,,
1357,,1559359310.017,,0.142,,
1358,,1559359310.137,,0.186,,
1359,,1559359310.258,,0.22,,
1360,,1559359310.379,,0.263,,
1361,,1559359310.486,,0.303,,
1362,,1559359310.606,,0.344,,
1363,,1559359310.727,,0.375,,
1364,,1559359310.833,,0.412,,
1365,,1559359310.953,,0.448,,
1366,,1559359311.074,,0.478,,
1367,,1559359311.205,,0.522,,
1368,,1559359311.324,,0.56,,
1369,,1559359311.445,,0.59,,
1370,,1559359311.551,,0.626,,
1371,,1559359311.671,,0.662,,
1372,,1559359311.792,,0.691,,
1373,,1559359311.899,,0.73,,
1374,,1559359312.017,,0.767,,
1375,,1559359312.138,,0.796,,
1376,,1559359312.245,,0.834,,
1377,,1559359312.364,,0.87,,
1378,,1559359312.485,,0.901,,
1379,,1559359312.606,,0.938,,
1380,,1559359312.713,,0.975,,
1381,,1559359312.834,,1.01,,
1382,,1559359312.983,,1.056,,
1383,,1559359313.104,,1.085,,
1384,,1559359313.225,,1.123,,
1385,,1559359313.331,,1.16,,
1386,,1559359313.452,,1.197,,
1387,,1559359313.573,,1.227,,
1388,,1559359313.679,,1.265,,
1389,,1559359313.8,,1.301,,
1390,,1559359313.92,,1.331,,
1391,,1559359314.027,,1.368,,
1392,,1559359314.145,,1.405,,
1393,,1559359314.265,,1.435,,
1394,,1559359314.371,,1.47,,
1395,,1559359314.491,,1.5,,
1396,,1559359316.769,,1.5,,
1397,,1559359316.891,,1.5,,
1398,,1559359316.99,,1.499,,
1399,,1559359317.092,,1.494,,
1400,,1559359317.19,,1.483,,
1401,,1559359317.289,,1.463,,
1402,,1559359317.388,,1.437,,
1403,,1559359317.487,,1.407,,
1404,,1559359317.612,,1.366,,
1405,,1559359317.685,,1.339,,
1406,,1559359317.784,,1.305,,
1407,,1559359317.883,,1.27,,
1408,,1559359317.982,,1.236,,
1409,,1559359318.083,,1.204,,
1410,,1559359318.183,,1.173,,
1411,,1559359318.284,,1.141,,
1412,,1559359318.399,,1.111,,
1413,,1559359318.548,,1.066,,
1414,,1559359318.6,,1.043,,
1415,,1559359318.7,,1.014,,
1416,,1559359318.799,,0.984,,
1417,,1559359318.898,,0.955,,
1418,,1559359318.997,,0.926,,
1419,,1559359319.096,,0.897,,
1420,,1559359319.195,,0.866,,
1421,,1559359319.294,,0.837,,
1422,,1559359319.393,,0.807,,
1423,,1559359319.492,,0.778,,
1424,,1559359319.591,,0.748,,
1425,,1559359319.692,,0.718,,
1426,,1559359319.793,,0.689,,
1427,,1559359319.909,,0.66,,
1428,,1559359320.008,,0.63,,
1429,,1559359320.108,,0.599,,
1430,,1559359320.209,,0.563,,
1431,,1559359320.308,,0.533,,
1432,,1559359320.407,,0.503,,
1433,,1559359320.506,,0.473,,
1434,,1559359320.606,,0.443,,
1435,,1559359320.704,,0.413,,
1436,,1559359320.829,,0.377,,
1437,,1559359320.902,,0.354,,
1438,,1559359321.002,,0.325,,
1439,,1559359321.201,,0.264,,
1440,,1559359321.301,,0.234,,
1441,,1559359321.402,,0.206,,
1442,,1559359321.516,,0.176,,
1443,,1559359321.617,,0.146,,
1444,,1559359321.768,,0.094,,
1445,,1559359321.816,,0.079,,
1446,,1559359321.915,,0.049,,
1447,,1559359322.015,,0.021,,
1448,,1559359322.113,,-0.002,,
