,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
280,+4.74237400E-05,1559360794.9066668,,0.00012030444687842277
281,+4.73489300E-05,1559360795.115,,0.0001223486308871851
282,+4.74070400E-05,1559360795.3233333,,0.00012288612267250822
283,+4.73656200E-05,1559360795.5316668,,0.00012288458926615554
284,+4.74030200E-05,1559360795.74,,0.00012436278203723986
285,+4.73756500E-05,1559360795.9483333,,0.00012469087623220154
286,+4.73562800E-05,1559360796.1566668,,0.00012469186199342826
287,+4.73736400E-05,1559360796.365,,0.00012687118291347207
288,+4.74016800E-05,1559360796.5733333,,0.00012727243154435925
289,+4.73856600E-05,1559360796.7816668,,0.0001272706243154436
290,+4.74083700E-05,1559360796.99,,0.0001272717743702081
291,+4.74811700E-05,1559360797.1983333,,0.00012727197152245345
292,+4.74117100E-05,1559360797.4066668,,0.00012727180722891566
293,+4.74718100E-05,1559360797.615,,0.00012727387732749178
294,+4.74905200E-05,1559360797.8233333,,0.00012727301204819278
295,+4.74170500E-05,1559360798.0316668,,0.00012727282584884994
296,+4.74544500E-05,1559360798.24,,0.00012727185104052574
297,+4.74157200E-05,1559360798.4483333,,0.00012726891566265062
298,+4.74397600E-05,1559360798.6566668,,0.00012726894852135815
299,+4.74597900E-05,1559360798.865,,0.0001272670865279299
300,+4.74223800E-05,1559360802.466,,0.00012845118291347207
301,+4.74290700E-05,1559360802.6743333,,0.00012907830230010953
302,+4.74037000E-05,1559360802.8826668,,0.00012908006571741513
303,+4.74350800E-05,1559360803.091,,0.00013022292442497262
304,+4.74491000E-05,1559360803.2993333,,0.00013076158817086527
305,+4.74785000E-05,1559360803.5076668,,0.00013076090909090908
306,+4.75112100E-05,1559360803.716,,0.00013348246440306682
307,+4.75011900E-05,1559360803.9243333,,0.00013348391018619933
308,+4.75279100E-05,1559360804.1326668,,0.0001334840525739321
309,+4.75472700E-05,1559360804.341,,0.00013528981380065718
310,+4.75506200E-05,1559360804.5493333,,0.00013528894852135817
311,+4.75379200E-05,1559360804.7576668,,0.00013528894852135817
312,+4.75098800E-05,1559360804.966,,0.00013787260679079956
313,+4.75773300E-05,1559360805.1743333,,0.00013787144578313254
314,+4.75753200E-05,1559360805.3826668,,0.00013787231106243155
315,+4.75272400E-05,1559360805.591,,0.00013787202628696605
316,+4.75212400E-05,1559360805.7993333,,0.00013787130339539978
317,+4.75359200E-05,1559360806.0076668,,0.00013787072289156625
318,+4.75386000E-05,1559360806.216,,0.00013786956188389924
319,+4.74691500E-05,1559360806.4243333,,0.000137869704271632
320,+4.74471000E-05,1559360806.6326668,,0.00013787
321,+4.74337500E-05,1559360806.841,,0.00013787
322,+4.74651400E-05,1559360807.0493333,,0.000137869704271632
323,+4.74604600E-05,1559360807.2576668,,0.00013786956188389924
324,+4.74277300E-05,1559360807.466,,0.00013786825848849943
325,+4.73823200E-05,1559360811.139,,0.000138204282584885
326,+4.73696400E-05,1559360811.3473332,,0.00013967705366922233
327,+4.74090400E-05,1559360811.5556667,,0.00013967560788608982
328,+4.73369100E-05,1559360811.764,,0.00014038442497261774
329,+4.73582800E-05,1559360811.9723332,,0.0001422522891566265
330,+4.73375800E-05,1559360812.1806667,,0.00014225445783132528
331,+4.73669700E-05,1559360812.389,,0.0001427998247535597
332,+4.73582800E-05,1559360812.5973332,,0.00014406585980284776
333,+4.73836500E-05,1559360812.8056667,,0.00014406557502738226
334,+4.73636300E-05,1559360813.014,,0.00014472255202628697
335,+4.74150500E-05,1559360813.2223332,,0.00014574682365826945
336,+4.74163700E-05,1559360813.4306667,,0.0001457456626506024
337,+4.74037000E-05,1559360813.639,,0.00014686795180722891
338,+4.73642900E-05,1559360813.8473332,,0.00014844786418400876
339,+4.74050300E-05,1559360814.0556667,,0.00014844756845564075
340,+4.74083800E-05,1559360814.264,,0.00014844698795180722
341,+4.73562700E-05,1559360814.4723332,,0.00014844814895947426
342,+4.73489200E-05,1559360814.6806667,,0.0001484452573932092
343,+4.73823200E-05,1559360814.889,,0.00014844381161007667
344,+4.73743100E-05,1559360815.0973332,,0.00014844293537787513
345,+4.73716300E-05,1559360815.3056667,,0.00014844728368017525
346,+4.73876700E-05,1559360815.514,,0.00014844323110624314
347,+4.73549400E-05,1559360815.7223332,,0.00014844641840087625
348,+4.73255600E-05,1559360815.9306667,,0.00014844467688937568
349,+4.73576200E-05,1559360816.139,,0.0001484409090909091
350,+4.72761400E-05,1559360819.666,,0.0001495614895947426
351,+4.72901700E-05,1559360819.8743331,,0.00015012306681270538
352,+4.72848200E-05,1559360820.0826666,,0.00015012220153340637
353,+4.72741300E-05,1559360820.291,,0.0001519984556407448
354,+4.72647800E-05,1559360820.4993331,,0.00015283018619934282
355,+4.73248800E-05,1559360820.7076666,,0.00015283004381161006
356,+4.73095200E-05,1559360820.916,,0.00015414631982475357
357,+4.73215600E-05,1559360821.1243331,,0.00015451317634173055
358,+4.73068500E-05,1559360821.3326666,,0.00015451288061336255
359,+4.72995100E-05,1559360821.541,,0.0001567031544359255
360,+4.73015200E-05,1559360821.7493331,,0.00015721841182913472
361,+4.72861500E-05,1559360821.9576666,,0.00015721695509309967
362,+4.72754700E-05,1559360822.166,,0.00015861923329682365
363,+4.72908400E-05,1559360822.3743331,,0.00015889546549835708
364,+4.72614400E-05,1559360822.5826666,,0.00015889430449069
365,+4.72821500E-05,1559360822.791,,0.0001588937239868565
366,+4.72561000E-05,1559360822.9993331,,0.00015889256297918947
367,+4.72420800E-05,1559360823.2076666,,0.000158893439211391
368,+4.72567800E-05,1559360823.416,,0.00015889169769989046
369,+4.72821600E-05,1559360823.6243331,,0.00015889401971522452
370,+4.72874900E-05,1559360823.8326666,,0.00015888967141292445
371,+4.72881600E-05,1559360824.041,,0.00015889083242059146
372,+4.73195500E-05,1559360824.2493331,,0.00015888967141292445
373,+4.73035200E-05,1559360824.4576666,,0.0001588890909090909
374,+4.73302400E-05,1559360824.666,,0.00015889083242059146
375,+4.74016900E-05,1559360828.265,,0.00016005972617743702
376,+4.74110300E-05,1559360828.4733334,,0.00016070237677984664
377,+4.74257400E-05,1559360828.6816669,,0.0001607016538882804
378,+4.74925200E-05,1559360828.89,,0.00016259355969331873
379,+4.74270800E-05,1559360829.0983334,,0.00016327718510405258
380,+4.74551100E-05,1559360829.3066669,,0.0001632777656078861
381,+4.74310800E-05,1559360829.515,,0.0001646544140197152
382,+4.74758200E-05,1559360829.7233334,,0.00016509047097480834
383,+4.74537800E-05,1559360829.9316669,,0.00016509061336254108
384,+4.74517800E-05,1559360830.14,,0.00016711961664841183
385,+4.75399400E-05,1559360830.3483334,,0.00016767249726177438
386,+4.75065400E-05,1559360830.5566669,,0.00016767163198247537
387,+4.75038700E-05,1559360830.765,,0.00016924980284775465
388,+4.75399400E-05,1559360830.9733334,,0.00016948058050383352
