,SQUID_Volt(V),timestamp,MOD_CURR(A),SQUID_Curr(A)
311,+3.56954200E-05,1559357302.2006667,0.00013543009857612266,4.9472443349753695e-05
312,+3.60914400E-05,1559357302.409,0.0001380146221248631,4.947116256157636e-05
313,+3.63358600E-05,1559357302.6173332,0.00013801636363636364,4.947193103448276e-05
314,+3.61702400E-05,1559357302.8256667,0.00013801578313253014,4.946885714285715e-05
315,+3.60600100E-05,1559357303.034,0.00013801664841182914,4.9472059113300494e-05
316,+3.61895700E-05,1559357303.2423332,0.0001380183899233297,4.946988177339902e-05
317,+3.61555100E-05,1559357303.4506667,0.00013801911281489596,4.947141871921182e-05
318,+3.62102800E-05,1559357303.659,0.00013801578313253014,4.947090640394089e-05
319,+3.62336400E-05,1559357303.8673332,0.0001380152026286966,4.946808866995074e-05
320,+3.65328300E-05,1559357304.0756667,0.00013801694414019715,4.947039408866995e-05
321,+3.59351100E-05,1559357304.284,0.0001380152026286966,4.9472059113300494e-05
322,+3.60499900E-05,1559357304.4923332,0.00013801607886089815,4.94732118226601e-05
323,+3.61555000E-05,1559357304.7006667,0.00013801780941949615,4.9470778325123155e-05
324,+3.64961000E-05,1559357304.909,0.00013801780941949615,4.9470650246305415e-05
325,+3.63678700E-05,1559357308.616,0.00013801607886089815,4.947039408866995e-05
