,SQUID_Volt(V),timestamp,FC_CURR(A),MOD_CURR(A)
395,+4.74150500E-05,1559360501.6416667,,0.00017216945235487403
396,+4.73729700E-05,1559360501.85,,0.00017216915662650602
397,+4.73990200E-05,1559360502.0583332,,0.00017216843373493975
398,+4.74237300E-05,1559360502.2666667,,0.00017216872946330776
399,+4.74083600E-05,1559360502.475,,0.00017217061336254107
400,+4.74551100E-05,1559360506.076,,0.0001733944030668127
401,+4.74451000E-05,1559360506.2843332,,0.00017397277108433735
402,+4.74878400E-05,1559360506.4926667,,0.0001739747973713034
403,+4.74591100E-05,1559360506.701,,0.00017525300109529025
404,+4.74891700E-05,1559360506.9093332,,0.00017577925520262868
405,+4.74577900E-05,1559360507.1176667,,0.00017577925520262868
406,+4.75332600E-05,1559360507.326,,0.00017768475355969333
407,+4.75045400E-05,1559360507.5343332,,0.00017836808324205914
408,+4.75112100E-05,1559360507.7426667,,0.00017836721796276014
409,+4.75345900E-05,1559360507.951,,0.0001798654764512596
410,+4.75145600E-05,1559360508.1593332,,0.00018017717415115005
411,+4.75165500E-05,1559360508.3676667,,0.00018017688937568455
412,+4.74798300E-05,1559360508.576,,0.00018238945235487405
413,+4.74885100E-05,1559360508.7843332,,0.00018275746987951808
414,+4.74791700E-05,1559360508.9926667,,0.00018275414019715223
415,+4.74918500E-05,1559360509.201,,0.0001827558817086528
416,+4.74785000E-05,1559360509.4093332,,0.0001827567469879518
417,+4.74945200E-05,1559360509.6176667,,0.0001827558817086528
418,+4.74230600E-05,1559360509.826,,0.0001827564622124863
419,+4.74437500E-05,1559360510.0343332,,0.00018275472070098577
420,+4.74584600E-05,1559360510.2426667,,0.00018275500547645126
421,+4.74718200E-05,1559360510.451,,0.0001827548630887185
422,+4.74671400E-05,1559360510.6593332,,0.00018275732749178532
423,+4.74424200E-05,1559360510.8676667,,0.0001827567469879518
424,+4.74591200E-05,1559360511.076,,0.0001827567469879518
425,+4.75125500E-05,1559360514.675,,0.00018398066812705367
426,+4.74925100E-05,1559360514.8833332,,0.00018456483023001095
427,+4.75052100E-05,1559360515.0916667,,0.00018456497261774369
428,+4.74938500E-05,1559360515.3,,0.00018638723986856516
429,+4.74738200E-05,1559360515.5083332,,0.0001871509200438116
430,+4.74564600E-05,1559360515.7166667,,0.00018714947426067908
431,+4.74524500E-05,1559360515.925,,0.00018847487404162103
432,+4.74557700E-05,1559360516.1333332,,0.00018895363636363638
433,+4.74030200E-05,1559360516.3416667,,0.00018895204819277108
434,+4.74224000E-05,1559360516.55,,0.00019033738225629794
435,+4.73703000E-05,1559360516.7583332,,0.00019062750273822563
436,+4.73696400E-05,1559360516.9666667,,0.00019062779846659367
437,+4.73576200E-05,1559360517.175,,0.00019294677984665935
438,+4.73262200E-05,1559360517.3833332,,0.00019334345016429355
439,+4.73028500E-05,1559360517.5916667,,0.000193342004381161
440,+4.73208900E-05,1559360517.8,,0.00019334258488499454
441,+4.72674600E-05,1559360518.0083332,,0.0001933401204819277
442,+4.72514300E-05,1559360518.2166667,,0.00019333997809419496
443,+4.72541000E-05,1559360518.425,,0.00019333997809419496
444,+4.72621200E-05,1559360518.6333332,,0.00019334113910186198
445,+4.72487700E-05,1559360518.8416667,,0.00019334041621029574
446,+4.72467600E-05,1559360519.05,,0.000193340843373494
447,+4.72407500E-05,1559360519.2583332,,0.000193340843373494
448,+4.72347400E-05,1559360519.4666667,,0.00019334041621029574
449,+4.72160400E-05,1559360519.675,,0.00019334214676889374
450,+4.71793100E-05,1559360523.275,,0.0001944705147864184
451,+4.71479200E-05,1559360523.4833333,,0.0001950210843373494
452,+4.71292100E-05,1559360523.6916668,,0.0001950216648411829
453,+4.71359000E-05,1559360523.9,,0.000196921708652793
454,+4.71138500E-05,1559360524.1083333,,0.0001977338882803943
455,+4.71151900E-05,1559360524.3166668,,0.0001977341730558598
456,+4.71432500E-05,1559360524.525,,0.00019917061336254107
457,+4.71252000E-05,1559360524.7333333,,0.00019954529025191677
458,+4.71292100E-05,1559360524.9416668,,0.00019954456736035047
459,+4.71345500E-05,1559360525.15,,0.00020166997809419496
460,+4.71746300E-05,1559360525.3583333,,0.00020212659364731654
461,+4.71011600E-05,1559360525.5666668,,0.00020212543263964952
462,+4.71365700E-05,1559360525.775,,0.00020366727272727272
463,+4.71118600E-05,1559360525.9833333,,0.00020393263964950712
464,+4.71205400E-05,1559360526.1916668,,0.00020393263964950712
465,+4.70684500E-05,1559360526.4,,0.0002039336582694414
466,+4.70711100E-05,1559360526.6083333,,0.00020393351588170864
467,+4.70884900E-05,1559360526.8166668,,0.0002039333625410734
468,+4.70330600E-05,1559360527.025,,0.00020393380065717413
469,+4.70878100E-05,1559360527.2333333,,0.00020393235487404162
470,+4.70350600E-05,1559360527.4416668,,0.00020393032858707558
