,SQUID_Volt(V),timestamp,Temp(V),MAG_CURR(A),MOD_CURR(A)
418,-3.90585E-05,1558922718,1.5705454,,
419,-3.88549E-05,1558922718,1.5705429,,
420,-3.88288E-05,1558922718,1.5705417,,
421,-3.86098E-05,1558922718,1.5705417,,
422,-3.90185E-05,1558922719,1.5705417,,
423,-3.89237E-05,1558922719,1.5705429,,
424,-3.87393E-05,1558922719,1.5705429,,
425,-3.9154E-05,1558922723,1.5705429,,
426,-3.88328E-05,1558922723,1.5705404,,
427,-3.85109E-05,1558922723,1.5705429,,
428,-3.84742E-05,1558922723,1.5705454,,
429,-3.86291E-05,1558922723,1.5705441,,
430,-3.90786E-05,1558922724,1.5705429,,
431,-3.91948E-05,1558922724,1.5705441,,
432,-3.9297E-05,1558922724,1.5705441,,
433,-3.91026E-05,1558922724,1.5705441,,
434,-3.86572E-05,1558922724,1.5705417,,
435,-3.8915E-05,1558922725,1.5705429,,
436,-3.86772E-05,1558922725,1.5705479,,
437,-3.85904E-05,1558922725,1.5705454,,
438,-3.89049E-05,1558922725,1.5705454,,
439,-3.91594E-05,1558922725,1.5705429,,
440,-3.89951E-05,1558922726,1.5705466,,
441,-3.86579E-05,1558922726,1.5705466,,
442,-3.87781E-05,1558922726,1.5705441,,
443,-3.88148E-05,1558922726,1.5705479,,
444,-3.88582E-05,1558922727,1.5705516,,
445,-3.8955E-05,1558922727,1.5705454,,
446,-3.92596E-05,1558922727,1.5705466,,
447,-3.92856E-05,1558922727,1.5705466,,
448,-3.92195E-05,1558922727,1.5705503,,
449,-3.89918E-05,1558922728,1.5705479,,
450,-3.90512E-05,1558922731,1.5705454,,
451,-3.89918E-05,1558922731,1.5705454,,
452,-3.85123E-05,1558922732,1.5705479,,
453,-3.85797E-05,1558922732,1.5705491,,
454,-3.88595E-05,1558922732,1.5705466,,
455,-3.88068E-05,1558922732,1.5705503,,
456,-3.90272E-05,1558922732,1.5705503,,
457,-3.90185E-05,1558922733,1.5705528,,
458,-3.86111E-05,1558922733,1.5705528,,
459,-3.86685E-05,1558922733,1.5705553,,
460,-3.88989E-05,1558922733,1.5705516,,
