Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
160.075000048 , 43 , -3.22893000E-05 , -120.205970443 , -49.5811527094 , +1.10979000E-04
163.782999992 , 44 , -3.05408100E-05 , -153.402876847 , -49.5828275862 , +1.10641000E-04
167.490999937 , 45 , -3.06907900E-05 , -151.721477833 , -49.5857931034 , +1.10537000E-04
171.200999975 , 46 , -3.22966500E-05 , -119.228019704 , -49.5778029557 , +1.11044000E-04
174.90899992 , 47 , -3.22321400E-05 , -132.135684729 , -49.5839901478 , +1.10693000E-04
178.618000031 , 48 , -3.22393500E-05 , -132.156926108 , -49.578955665 , +1.11252000E-04
182.325999975 , 49 , -3.02135700E-05 , -156.286108374 , -49.5823152709 , +1.10836000E-04
186.03399992 , 50 , -3.01235500E-05 , -157.39137931 , -49.5815369458 , +1.10498000E-04
189.743999958 , 51 , -2.70413800E-05 , -178.754256158 , -49.5801182266 , +1.10862000E-04
193.453000069 , 52 , -2.73137100E-05 , -176.802118227 , -49.5812807882 , +1.10706000E-04
197.161000013 , 53 , -2.60233400E-05 , -190.462650246 , -49.578955665 , +1.10654000E-04
200.868999958 , 54 , -2.59602900E-05 , -191.089921182 , -49.5828275862 , +1.10862000E-04
204.576999903 , 55 , -3.13773100E-05 , -251.93217734 , -49.5807684729 , +1.10836000E-04
208.286999941 , 56 , -2.91829600E-05 , -145.742896552 , -49.578955665 , +1.10810000E-04
211.996000051 , 57 , -2.69882200E-05 , -179.966689655 , -49.5750935961 , +1.10784000E-04
215.703999996 , 58 , -3.16751700E-05 , -255.353684729 , -49.5792216749 , +1.10888000E-04
219.411999941 , 59 , -2.59315700E-05 , -199.759852217 , -49.5797339901 , +1.10836000E-04
223.121999979 , 60 , -2.67962800E-05 , -213.721507389 , -49.5807684729 , +1.10784000E-04
226.83100009 , 61 , -2.67419300E-05 , -212.804827586 , -49.5771527094 , +1.10940000E-04
230.539000034 , 62 , -3.20630300E-05 , -282.783497537 , -49.5784433498 , +1.10836000E-04
234.246999979 , 63 , -3.21434400E-05 , -282.679990148 , -49.5792216749 , +1.10290000E-04
237.954999924 , 64 , -3.16575300E-05 , -289.092137931 , -49.5833399015 , +1.10784000E-04
241.664999962 , 65 , -3.18159400E-05 , -284.900541872 , -49.5763842365 , +1.10992000E-04
245.372999907 , 66 , -3.20511500E-05 , -406.87920197 , -49.5797339901 , +1.11135000E-04
