Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
183.871000051 , 47 , -1.16468000E-06 , -73.154453202 , -14.7963842365 , +1.06311000E-04
187.782999992 , 48 , -1.31788000E-06 , -86.477635468 , -14.7972807882 , +1.06181000E-04
191.694000006 , 49 , -1.33739000E-06 , -87.0912413793 , -14.7971527094 , +1.06259000E-04
195.605999947 , 50 , -1.33925000E-06 , -86.9583152709 , -14.7930246305 , +1.06545000E-04
199.519000053 , 51 , -1.42220000E-06 , -103.501231527 , -14.7945714286 , +1.06116000E-04
203.414000034 , 52 , -1.49098000E-06 , -103.5308867 , -14.7966403941 , +1.06454000E-04
207.309000015 , 53 , -1.48070000E-06 , -103.911724138 , -14.7957339901 , +1.06506000E-04
211.203999996 , 54 , -1.45693000E-06 , -95.6990246305 , -14.7970246305 , +1.06103000E-04
215.115999937 , 55 , -1.27860000E-06 , -85.3779802956 , -14.7984433498 , +1.06337000E-04
219.029000044 , 56 , -1.29358000E-06 , -85.9865812808 , -14.7990935961 , +1.06285000E-04
222.940999985 , 57 , -1.31962000E-06 , -86.3293300493 , -14.7976748768 , +1.06506000E-04
226.851999998 , 58 , -1.30587000E-06 , -86.0969261084 , -14.7990935961 , +1.06194000E-04
230.763999939 , 59 , -1.30493000E-06 , -85.4966206897 , -14.797408867 , +1.06220000E-04
234.677000046 , 60 , -1.38908000E-06 , -88.7378522167 , -14.7943152709 , +1.06259000E-04
238.588999987 , 61 , -1.42874000E-06 , -88.071635468 , -14.8015369458 , +1.06571000E-04
242.500999928 , 62 , -1.40617000E-06 , -89.1813004926 , -14.7992216749 , +1.06532000E-04
246.411999941 , 63 , -1.53786000E-06 , -101.268699507 , -14.797408867 , +1.06571000E-04
250.306999922 , 64 , -1.49673000E-06 , -100.735901478 , -14.7968965517 , +1.06701000E-04
