Time (s),Mod Coil Voltage (V),Calculated Mod Coil Current (uA),SQUID Loop Voltage (V),Calculated Squid Current (uA)
126.909000158,+1.61000000E-07,0.00159405940594,-1.63480400E-03,-16.1861782178
127.784000158,+7.93000000E-07,0.00785148514851,-1.63451600E-03,-16.1833267327
128.659000158,+4.21000000E-07,0.00416831683168,-1.63467300E-03,-16.1848811881
129.535000086,+3.10000000E-07,0.00306930693069,-1.63464700E-03,-16.1846237624
130.410000086,+5.20000000E-07,0.00514851485149,-1.63472500E-03,-16.1853960396
131.286000013,+2.85000000E-07,0.00282178217822,-1.63424100E-03,-16.1806039604
132.162000179,+3.47000000E-07,0.00343564356436,-1.63460700E-03,-16.1842277228
133.037000179,+6.32000000E-07,0.00625742574257,-1.63472500E-03,-16.1853960396
133.912000179,+5.45000000E-07,0.00539603960396,-1.63469900E-03,-16.1851386139
134.787000179,+4.58000000E-07,0.00453465346535,-1.63462000E-03,-16.1843564356
135.662000179,+2.85000000E-07,0.00282178217822,-1.63462000E-03,-16.1843564356
136.537000179,+6.81000000E-07,0.00674257425743,-1.63459400E-03,-16.1840990099
137.412000179,+2.48000000E-07,0.00245544554455,-1.63475100E-03,-16.1856534653
138.287000179,+4.21000000E-07,0.00416831683168,-1.63467300E-03,-16.1848811881
139.162000179,+6.20000000E-08,0.000613861386139,-1.63485600E-03,-16.1866930693
140.038000107,+3.22000000E-07,0.00318811881188,-1.63459400E-03,-16.1840990099
140.913000107,+6.32000000E-07,0.00625742574257,-1.63456800E-03,-16.1838415842
141.788000107,+2.85000000E-07,0.00282178217822,-1.63480400E-03,-16.1861782178
142.663000107,+2.60000000E-07,0.00257425742574,-1.63443700E-03,-16.1825445545
143.538000107,+7.31000000E-07,0.00723762376238,-1.63443700E-03,-16.1825445545
144.413000107,+2.97000000E-07,0.00294059405941,-1.63475100E-03,-16.1856534653
145.288000107,+4.09000000E-07,0.0040495049505,-1.63454200E-03,-16.1835841584
146.163000107,+3.59000000E-07,0.00355445544554,-1.63477800E-03,-16.1859207921
147.038000107,+1.98000000E-07,0.0019603960396,-1.63458100E-03,-16.183970297
147.913000107,+5.20000000E-07,0.00514851485149,-1.63466000E-03,-16.1847524752
148.787000179,+2.60000000E-07,0.00257425742574,-1.63454200E-03,-16.1835841584
149.663000107,+5.08000000E-07,0.0050297029703,-1.63485600E-03,-16.1866930693
150.538000107,+3.35000000E-07,0.00331683168317,-1.63462000E-03,-16.1843564356
151.413000107,+3.59000000E-07,0.00355445544554,-1.63481700E-03,-16.1863069307
152.287000179,+3.35000000E-07,0.00331683168317,-1.63473800E-03,-16.1855247525
153.162000179,+3.84000000E-07,0.00380198019802,-1.63507900E-03,-16.1889009901
154.037000179,+6.32000000E-07,0.00625742574257,-1.63466000E-03,-16.1847524752
154.912000179,+7.19000000E-07,0.00711881188119,-1.63434600E-03,-16.1816435644
155.787000179,+4.58000000E-07,0.00453465346535,-1.63489500E-03,-16.1870792079
156.661000013,+4.21000000E-07,0.00416831683168,-1.63443700E-03,-16.1825445545
157.536000013,+4.46000000E-07,0.00441584158416,-1.63480400E-03,-16.1861782178
158.410000086,+2.60000000E-07,0.00257425742574,-1.63477800E-03,-16.1859207921
159.285000086,+4.83000000E-07,0.00478217821782,-1.63458100E-03,-16.183970297
160.160000086,+1.12000000E-07,0.00110891089109,-1.63463400E-03,-16.1844950495
161.035000086,+3.59000000E-07,0.00355445544554,-1.63467300E-03,-16.1848811881
161.910000086,+3.70000000E-08,0.000366336633663,-1.63442400E-03,-16.1824158416
162.785000086,+7.40000000E-08,0.000732673267327,-1.63468600E-03,-16.185009901
163.660000086,+6.32000000E-07,0.00625742574257,-1.63460700E-03,-16.1842277228
164.535000086,+5.45000000E-07,0.00539603960396,-1.63466000E-03,-16.1847524752
165.410000086,+2.35000000E-07,0.00232673267327,-1.63449000E-03,-16.1830693069
166.286000013,+5.58000000E-07,0.00552475247525,-1.63426700E-03,-16.1808613861
167.163000107,+4.96000000E-07,0.00491089108911,-1.63455500E-03,-16.1837128713
168.038000107,+4.58000000E-07,0.00453465346535,-1.63488200E-03,-16.186950495
168.913000107,+3.10000000E-07,0.00306930693069,-1.63483000E-03,-16.1864356436
169.788000107,+2.85000000E-07,0.00282178217822,-1.63475100E-03,-16.1856534653
170.663000107,+8.70000000E-08,0.000861386138614,-1.63460700E-03,-16.1842277228
171.538000107,+4.09000000E-07,0.0040495049505,-1.63477800E-03,-16.1859207921
172.413000107,+4.46000000E-07,0.00441584158416,-1.63462000E-03,-16.1843564356
173.288000107,+5.58000000E-07,0.00552475247525,-1.63458100E-03,-16.183970297
174.163000107,+4.34000000E-07,0.00429702970297,-1.63456800E-03,-16.1838415842
175.038000107,-2.50000000E-08,-0.000247524752475,-1.63518300E-03,-16.1899306931
175.914000034,+4.21000000E-07,0.00416831683168,-1.63464700E-03,-16.1846237624
176.788000107,+5.33000000E-07,0.00527722772277,-1.63451600E-03,-16.1833267327
177.664000034,+2.97000000E-07,0.00294059405941,-1.63497400E-03,-16.1878613861
178.539000034,+7.81000000E-07,0.00773267326733,-1.63439800E-03,-16.1821584158
179.4150002,+3.10000000E-07,0.00306930693069,-1.63481700E-03,-16.1863069307
180.2900002,+3.10000000E-07,0.00306930693069,-1.63468600E-03,-16.185009901
181.1650002,+4.96000000E-07,0.00491089108911,-1.63492200E-03,-16.1873465347
182.041000128,+4.34000000E-07,0.00429702970297,-1.63447600E-03,-16.1829306931
182.916000128,+2.48000000E-07,0.00245544554455,-1.63463400E-03,-16.1844950495
183.791000128,+5.08000000E-07,0.0050297029703,-1.63489500E-03,-16.1870792079
184.667999983,+2.60000000E-07,0.00257425742574,-1.63450300E-03,-16.1831980198
185.542999983,+3.96000000E-07,0.00392079207921,-1.63473800E-03,-16.1855247525
186.417999983,+4.46000000E-07,0.00441584158416,-1.63468600E-03,-16.185009901
187.294000149,+4.34000000E-07,0.00429702970297,-1.63473800E-03,-16.1855247525
188.169000149,+6.20000000E-08,0.000613861386139,-1.63496100E-03,-16.1877326733
189.045000076,+3.47000000E-07,0.00343564356436,-1.63494800E-03,-16.1876039604
189.920000076,+6.81000000E-07,0.00674257425743,-1.63456800E-03,-16.1838415842
190.795000076,+3.59000000E-07,0.00355445544554,-1.63494800E-03,-16.1876039604
191.670000076,+3.22000000E-07,0.00318811881188,-1.63476400E-03,-16.1857821782
192.545000076,+3.84000000E-07,0.00380198019802,-1.63481700E-03,-16.1863069307
193.420000076,+4.83000000E-07,0.00478217821782,-1.63481700E-03,-16.1863069307
194.294000149,+3.35000000E-07,0.00331683168317,-1.63490800E-03,-16.1872079208
195.169000149,+2.35000000E-07,0.00232673267327,-1.63492200E-03,-16.1873465347
196.044000149,+2.85000000E-07,0.00282178217822,-1.63483000E-03,-16.1864356436
196.919000149,+3.22000000E-07,0.00318811881188,-1.63489500E-03,-16.1870792079
197.794000149,+2.48000000E-07,0.00245544554455,-1.63467300E-03,-16.1848811881
198.670000076,+3.96000000E-07,0.00392079207921,-1.63488200E-03,-16.186950495
199.545000076,+6.81000000E-07,0.00674257425743,-1.63498700E-03,-16.187990099
200.420000076,+3.72000000E-07,0.00368316831683,-1.63472500E-03,-16.1853960396
201.295000076,+3.96000000E-07,0.00392079207921,-1.63493500E-03,-16.1874752475
202.171000004,+5.20000000E-07,0.00514851485149,-1.63475100E-03,-16.1856534653
203.046000004,+2.73000000E-07,0.00270297029703,-1.63479100E-03,-16.186049505
203.921000004,+4.34000000E-07,0.00429702970297,-1.63490800E-03,-16.1872079208
204.796000004,+6.69000000E-07,0.00662376237624,-1.63517000E-03,-16.1898019802
205.671000004,+3.96000000E-07,0.00392079207921,-1.63480400E-03,-16.1861782178
206.546000004,+2.73000000E-07,0.00270297029703,-1.63514400E-03,-16.1895445545
207.421000004,+1.98000000E-07,0.0019603960396,-1.63471200E-03,-16.1852673267
208.296000004,+1.61000000E-07,0.00159405940594,-1.63481700E-03,-16.1863069307
209.170000076,+1.24000000E-07,0.00122772277228,-1.63507900E-03,-16.1889009901
210.045000076,+3.59000000E-07,0.00355445544554,-1.63502600E-03,-16.1883762376
210.920000076,+2.48000000E-07,0.00245544554455,-1.63473800E-03,-16.1855247525
211.794000149,+2.60000000E-07,0.00257425742574,-1.63505200E-03,-16.1886336634
212.669000149,+8.70000000E-08,0.000861386138614,-1.63490800E-03,-16.1872079208
213.544000149,+4.58000000E-07,0.00453465346535,-1.63476400E-03,-16.1857821782
214.417999983,+2.85000000E-07,0.00282178217822,-1.63477800E-03,-16.1859207921
215.292999983,+1.86000000E-07,0.00184158415842,-1.63489500E-03,-16.1870792079
216.167999983,+2.97000000E-07,0.00294059405941,-1.63493500E-03,-16.1874752475
217.042999983,+3.47000000E-07,0.00343564356436,-1.63458100E-03,-16.183970297
217.917000055,+4.96000000E-07,0.00491089108911,-1.63510500E-03,-16.1891584158
218.792000055,+1.24000000E-07,0.00122772277228,-1.63507900E-03,-16.1889009901
219.667999983,+3.47000000E-07,0.00343564356436,-1.63518300E-03,-16.1899306931
220.542000055,+4.83000000E-07,0.00478217821782,-1.63500000E-03,-16.1881188119
221.417000055,+6.94000000E-07,0.00687128712871,-1.63500000E-03,-16.1881188119
222.292000055,+3.47000000E-07,0.00343564356436,-1.63486900E-03,-16.1868217822
223.167000055,+4.46000000E-07,0.00441584158416,-1.63509200E-03,-16.189029703
224.041000128,+6.44000000E-07,0.00637623762376,-1.63518300E-03,-16.1899306931
224.917000055,+4.58000000E-07,0.00453465346535,-1.63510500E-03,-16.1891584158
225.792000055,+4.34000000E-07,0.00429702970297,-1.63489500E-03,-16.1870792079
226.667999983,+2.48000000E-07,0.00245544554455,-1.63513100E-03,-16.1894158416
227.542999983,+1.24000000E-07,0.00122772277228,-1.63494800E-03,-16.1876039604
228.417999983,+3.47000000E-07,0.00343564356436,-1.63492200E-03,-16.1873465347
229.292999983,+4.58000000E-07,0.00453465346535,-1.63494800E-03,-16.1876039604
230.167999983,+4.96000000E-07,0.00491089108911,-1.63481700E-03,-16.1863069307
231.042000055,+7.68000000E-07,0.00760396039604,-1.63494800E-03,-16.1876039604
231.917000055,+3.10000000E-07,0.00306930693069,-1.63506500E-03,-16.1887623762
232.792000055,+3.22000000E-07,0.00318811881188,-1.63479100E-03,-16.186049505
233.667000055,+3.35000000E-07,0.00331683168317,-1.63518300E-03,-16.1899306931
234.542000055,+8.70000000E-08,0.000861386138614,-1.63507900E-03,-16.1889009901
