Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
119.217999935 , 32 , -3.79530000E-05 , -58.4167093596 , -59.1332807882 , +1.10966000E-04
122.943000078 , 33 , -3.79688900E-05 , -57.9678916256 , -59.1335369458 , +1.11174000E-04
126.66899991 , 34 , -3.90016300E-05 , -68.9052512315 , -59.1366305419 , +1.10784000E-04
130.394000053 , 35 , -3.89551500E-05 , -68.7822167488 , -59.1348275862 , +1.11044000E-04
134.118999958 , 36 , -4.18163900E-05 , -89.8077241379 , -59.1335369458 , +1.11070000E-04
137.842999935 , 37 , -4.17882200E-05 , -89.6306108374 , -59.1325024631 , +1.10810000E-04
141.568000078 , 38 , -4.41013000E-05 , -120.891231527 , -59.1352118227 , +1.10589000E-04
145.27699995 , 39 , -4.41794300E-05 , -120.967881773 , -59.1373990148 , +1.11018000E-04
148.986000061 , 40 , -4.36586700E-05 , -144.104827586 , -59.1335369458 , +1.10784000E-04
152.694999933 , 41 , -4.37326600E-05 , -142.545251232 , -59.1306995074 , +1.10901000E-04
156.404000044 , 42 , -3.96650700E-05 , -178.340581281 , -59.1319901478 , +1.11044000E-04
160.111999989 , 43 , -3.96268700E-05 , -178.326305419 , -59.1327586207 , +1.10966000E-04
163.819999933 , 44 , -3.95074400E-05 , -180.284413793 , -59.1335369458 , +1.10836000E-04
167.529999971 , 45 , -3.96812200E-05 , -177.824748768 , -59.133408867 , +1.11161000E-04
171.239000082 , 46 , -3.98516600E-05 , -222.037704433 , -59.1332807882 , +1.10615000E-04
174.947000027 , 47 , -3.97160900E-05 , -221.406403941 , -59.1312118227 , +1.10771000E-04
178.654999971 , 48 , -3.97588300E-05 , -221.456325123 , -59.129408867 , +1.10784000E-04
182.362999916 , 49 , -4.23731000E-05 , -159.862394089 , -59.138955665 , +1.10953000E-04
186.072000027 , 50 , -4.21602000E-05 , -159.019674877 , -59.1335369458 , +1.10563000E-04
189.779999971 , 51 , -3.78449600E-05 , -200.118472906 , -59.1350837438 , +1.10693000E-04
193.487999916 , 52 , -3.78373400E-05 , -198.64017734 , -59.1327586207 , +1.10576000E-04
197.197000027 , 53 , -4.14346700E-05 , -234.698413793 , -59.1379211823 , +1.10888000E-04
200.904999971 , 54 , -4.16132500E-05 , -234.959507389 , -59.1361182266 , +1.10823000E-04
204.614000082 , 55 , -4.10984800E-05 , -234.259605911 , -59.1340492611 , +1.10589000E-04
208.322000027 , 56 , -4.38710300E-05 , -287.540857143 , -59.1345615764 , +1.11200000E-04
212.031000137 , 57 , -4.28240100E-05 , -365.174581281 , -59.1335369458 , +1.10056000E-04
215.739000082 , 58 , -4.41242600E-05 , -412.03155665 , -59.1343054187 , +1.10550000E-04
219.447999954 , 59 , -4.42269900E-05 , -417.285576355 , -59.1340492611 , +1.10849000E-04
223.157000065 , 60 , -3.99897600E-05 , -179.492729064 , -59.1306995074 , +1.10641000E-04
226.86500001 , 61 , -3.95039500E-05 , -179.627241379 , -59.1345615764 , +1.10693000E-04
