Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
115.493000031 , 31 , -2.04287000E-06 , -50.183408867 , -20.0265812808 , +1.06909000E-04
119.217999935 , 32 , -2.02564000E-06 , -58.693182266 , -20.0286403941 , +1.07091000E-04
122.943000078 , 33 , -2.02884000E-06 , -58.6970935961 , -20.0273497537 , +1.07390000E-04
126.66899991 , 34 , -2.06263000E-06 , -58.634226601 , -20.0252906404 , +1.07013000E-04
130.394999981 , 35 , -2.08748000E-06 , -58.6397241379 , -20.0263251232 , +1.07182000E-04
134.119999886 , 36 , -2.09951000E-06 , -58.5957832512 , -20.0258029557 , +1.07247000E-04
137.845000029 , 37 , -2.10337000E-06 , -58.5046009852 , -20.0268374384 , +1.06948000E-04
141.571000099 , 38 , -2.18525000E-06 , -66.521635468 , -20.0268374384 , +1.07117000E-04
145.296999931 , 39 , -2.16656000E-06 , -66.5528768473 , -20.0232315271 , +1.06714000E-04
149.020999908 , 40 , -2.24310000E-06 , -66.4541280788 , -20.0294187192 , +1.07039000E-04
152.746000051 , 41 , -2.23614000E-06 , -71.7190147783 , -20.0265812808 , +1.06974000E-04
156.470999956 , 42 , -2.35274000E-06 , -75.2580689655 , -20.0260689655 , +1.07000000E-04
160.196000099 , 43 , -2.33979000E-06 , -75.2609950739 , -20.029546798 , +1.07208000E-04
163.921999931 , 44 , -2.36410000E-06 , -82.3180197044 , -20.0270935961 , +1.07468000E-04
167.645999908 , 45 , -2.52892000E-06 , -83.9549852217 , -20.0286403941 , +1.06961000E-04
171.371999979 , 46 , -2.57447000E-06 , -83.8898029557 , -20.0273497537 , +1.07117000E-04
175.096999884 , 47 , -2.54121000E-06 , -83.9623054187 , -20.0296748768 , +1.06883000E-04
178.821000099 , 48 , -2.53520000E-06 , -83.745773399 , -20.0278719212 , +1.06857000E-04
182.546999931 , 49 , -2.51997000E-06 , -84.0168669951 , -20.0258029557 , +1.06961000E-04
186.270999908 , 50 , -2.94483000E-06 , -103.315694581 , -20.0270935961 , +1.07247000E-04
189.980000019 , 51 , -2.90638000E-06 , -102.108236453 , -20.0260689655 , +1.06987000E-04
193.687999964 , 52 , -2.94164000E-06 , -102.782039409 , -20.0250344828 , +1.07065000E-04
197.395999908 , 53 , -2.60946000E-06 , -153.394699507 , -20.025546798 , +1.06740000E-04
201.105999947 , 54 , -2.38306000E-06 , -155.503083744 , -20.0283842365 , +1.06961000E-04
204.815000057 , 55 , -2.41045000E-06 , -155.057192118 , -20.0270935961 , +1.06753000E-04
208.523000002 , 56 , -3.02524000E-06 , -131.982256158 , -20.0292906404 , +1.07143000E-04
212.230999947 , 57 , -2.98624000E-06 , -132.656275862 , -20.025546798 , +1.06961000E-04
215.940999985 , 58 , -2.99439000E-06 , -132.480876847 , -20.0263251232 , +1.07338000E-04
219.648000002 , 59 , -2.99639000E-06 , -106.318778325 , -20.0265812808 , +1.07052000E-04
223.356999874 , 60 , -3.01656000E-06 , -106.31426601 , -20.0270935961 , +1.06935000E-04
227.065999985 , 61 , -3.03139000E-06 , -106.50529064 , -20.0270935961 , +1.06922000E-04
230.775000095 , 62 , -2.92426000E-06 , -136.560325123 , -20.0278719212 , +1.06844000E-04
234.483999968 , 63 , -2.87832000E-06 , -135.950866995 , -20.0210344828 , +1.06961000E-04
238.191999912 , 64 , -2.89129000E-06 , -136.56191133 , -20.0252906404 , +1.06987000E-04
241.900000095 , 65 , -2.79605000E-06 , -244.266334975 , -20.0245123153 , +1.07273000E-04
245.60800004 , 66 , -2.78135000E-06 , -243.924561576 , -20.0301871921 , +1.06623000E-04
249.315999985 , 67 , -2.08801000E-06 , -171.553576355 , -20.0237438424 , +1.07234000E-04
253.026000023 , 68 , -2.07212000E-06 , -172.414236453 , -20.0260689655 , +1.06948000E-04
256.733999968 , 69 , -2.68359000E-06 , -146.569251232 , -20.0251625616 , +1.07026000E-04
260.441999912 , 70 , -2.64686000E-06 , -146.700955665 , -20.0243842365 , +1.06948000E-04
264.151000023 , 71 , -2.63057000E-06 , -146.067211823 , -20.0268374384 , +1.06948000E-04
267.861000061 , 72 , -2.85361000E-06 , -137.570866995 , -20.0265812808 , +1.07026000E-04
271.569000006 , 73 , -2.84774000E-06 , -137.962807882 , -20.0277438424 , +1.07130000E-04
