Time (s),SQUID voltage (V),SQUID Loop Voltage (V),Calculated Squid Current (uA),Temp Probe Voltage (V)
91.376999855,-1.90060000E-07,-1.00762800E-02,-99.2736945813,+1.55562830E+00
93.4419999123,-1.90200000E-07,-1.00756250E-02,-99.2672413793,+1.55561400E+00
95.5059998035,-1.93670000E-07,-1.00758350E-02,-99.2693103448,+1.55561010E+00
97.5699999332,-1.74300000E-07,-1.00758610E-02,-99.2695665025,+1.55557380E+00
99.6349999905,-1.56000000E-07,-1.00757040E-02,-99.2680197044,+1.55556340E+00
101.698999882,-1.53470000E-07,-4.26222600E-03,-41.9923743842,+1.55556340E+00
103.779999971,-1.48260000E-07,-1.91255200E-03,-18.8428768473,+1.55555040E+00
105.861999989,-1.44520000E-07,-1.49903200E-03,-14.7687881773,+1.55550500E+00
107.944000006,-1.52000000E-07,-1.49912300E-03,-14.7696847291,+1.55549720E+00
110.024999857,-1.49060000E-07,-1.49896600E-03,-14.768137931,+1.55548040E+00
112.105999947,-1.62420000E-07,-1.49892700E-03,-14.7677536946,+1.55546740E+00
114.187000036,-1.72970000E-07,-1.49908400E-03,-14.7693004926,+1.55545180E+00
116.267999887,-1.60680000E-07,-1.49934600E-03,-14.7718817734,+1.55544530E+00
118.349999905,-1.80310000E-07,-1.49911000E-03,-14.7695566502,+1.55544400E+00
120.430999994,-1.95540000E-07,-1.49900500E-03,-14.7685221675,+1.55542970E+00
122.511999846,-1.88190000E-07,-1.49929300E-03,-14.7713596059,+1.55541160E+00
124.593999863,-1.63080000E-07,-1.49924100E-03,-14.7708472906,+1.55537520E+00
126.674999952,-1.50390000E-07,-1.49934600E-03,-14.7718817734,+1.55536230E+00
128.755999804,-1.50390000E-07,-1.49897900E-03,-14.7682660099,+1.55536750E+00
130.837999821,-1.34230000E-07,-1.49890100E-03,-14.7674975369,+1.55535710E+00
132.91899991,-1.29290000E-07,-1.49900500E-03,-14.7685221675,+1.55535450E+00
135.0,-1.42380000E-07,-1.49908400E-03,-14.7693004926,+1.55532850E+00
137.080999851,-1.57610000E-07,-1.49913600E-03,-14.7698128079,+1.55529350E+00
139.162999868,-1.62680000E-07,-1.49939800E-03,-14.7723940887,+1.55529480E+00
141.244999886,-1.68830000E-07,-1.49934600E-03,-14.7718817734,+1.55528310E+00
143.325999975,-1.64820000E-07,-1.49939800E-03,-14.7723940887,+1.55527400E+00
145.406999826,-1.61880000E-07,-1.49921500E-03,-14.770591133,+1.55524550E+00
147.487999916,-1.83790000E-07,-1.49914900E-03,-14.7699408867,+1.55522340E+00
149.569000006,-1.83650000E-07,-1.49928000E-03,-14.7712315271,+1.55521170E+00
151.649999857,-1.90060000E-07,-1.49908400E-03,-14.7693004926,+1.55520910E+00
153.731999874,-1.72170000E-07,-1.49895300E-03,-14.7680098522,+1.55519610E+00
155.812999964,-1.78440000E-07,-1.49286700E-03,-14.7080492611,+1.55518840E+00
157.894999981,-1.65890000E-07,+5.82500000E-06,0.0573891625616,+1.55517280E+00
159.974999905,-1.48260000E-07,+5.85100000E-06,0.057645320197,+1.55517280E+00
162.055999994,-1.67090000E-07,+5.82500000E-06,0.0573891625616,+1.55512610E+00
164.136999846,-1.55200000E-07,+5.74600000E-06,0.0566108374384,+1.55513650E+00
166.218999863,-1.63220000E-07,+5.92900000E-06,0.0584137931034,+1.55511310E+00
168.299999952,-1.58940000E-07,+5.75900000E-06,0.0567389162562,+1.55510010E+00
170.379999876,-1.37170000E-07,+5.64100000E-06,0.0555763546798,+1.55506380E+00
172.460999966,-1.47720000E-07,+5.66800000E-06,0.055842364532,+1.55507810E+00
174.54399991,-1.60010000E-07,+5.79800000E-06,0.0571231527094,+1.55503000E+00
176.625,-1.58810000E-07,+5.87700000E-06,0.0579014778325,+1.55504560E+00
178.705999851,-1.62150000E-07,+5.66800000E-06,0.055842364532,+1.55503130E+00
180.786999941,-1.57070000E-07,+5.41900000E-06,0.0533891625616,+1.55499890E+00
182.868000031,-1.61880000E-07,+5.91600000E-06,0.0582857142857,+1.55498070E+00
184.948999882,-1.60810000E-07,+5.75900000E-06,0.0567389162562,+1.55497680E+00
187.029999971,-1.70030000E-07,+5.89000000E-06,0.0580295566502,+1.55497810E+00
189.111999989,-1.70160000E-07,+5.81200000E-06,0.0572610837438,+1.55494960E+00
191.191999912,-1.69090000E-07,+5.91600000E-06,0.0582857142857,+1.55495350E+00
193.274999857,-1.79780000E-07,+6.09900000E-06,0.0600886699507,+1.55494570E+00
195.355000019,-1.71630000E-07,+5.79800000E-06,0.0571231527094,+1.55490290E+00
197.437000036,-1.71900000E-07,+5.69400000E-06,0.0560985221675,+1.55490800E+00
199.517999887,-1.71500000E-07,+6.16500000E-06,0.0607389162562,+1.55488860E+00
201.598999977,-1.71500000E-07,+5.95500000E-06,0.0586699507389,+1.55486780E+00
203.679999828,-1.61610000E-07,+5.79800000E-06,0.0571231527094,+1.55487040E+00
205.760999918,-1.52530000E-07,+5.90300000E-06,0.058157635468,+1.55485480E+00
207.842000008,-1.56000000E-07,+6.21700000E-06,0.0612512315271,+1.55484450E+00
209.924000025,-1.55070000E-07,+6.19100000E-06,0.0609950738916,+1.55481850E+00
212.005999804,-1.55070000E-07,+6.41400000E-06,0.0631921182266,+1.55479770E+00
214.085999966,-1.55200000E-07,+5.83800000E-06,0.0575172413793,+1.55478990E+00
216.166999817,-1.43320000E-07,+5.96900000E-06,0.0588078817734,+1.55479510E+00
218.247999907,-1.43320000E-07,+5.83800000E-06,0.0575172413793,+1.55477310E+00
220.329999924,-1.37170000E-07,+5.89000000E-06,0.0580295566502,+1.55475100E+00
222.411000013,-1.41040000E-07,+5.85100000E-06,0.057645320197,+1.55473030E+00
