Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
119.232000113 , 32 , -5.13050000E-06 , -49.777182266 , -29.4890837438 , +1.10316000E-04
122.958000183 , 33 , -5.14881000E-06 , -49.7998916256 , -29.4902463054 , +1.10225000E-04
126.684000015 , 34 , -5.15468000E-06 , -49.7813399015 , -29.4881773399 , +1.10160000E-04
130.409000158 , 35 , -5.25807000E-06 , -56.6166699507 , -29.4884334975 , +1.10212000E-04
134.134000063 , 36 , -5.29533000E-06 , -56.4833793103 , -29.4850837438 , +1.10186000E-04
137.859000206 , 37 , -5.32512000E-06 , -56.2812413793 , -29.4875369458 , +1.10355000E-04
141.584000111 , 38 , -5.50649000E-06 , -67.0446699507 , -29.4886995074 , +1.10407000E-04
145.310000181 , 39 , -5.62431000E-06 , -65.9107093596 , -29.4822463054 , +1.10524000E-04
149.035000086 , 40 , -5.63538000E-06 , -66.2734778325 , -29.4850837438 , +1.10368000E-04
152.75999999 , 41 , -6.10273000E-06 , -74.3266108374 , -29.4875369458 , +1.10355000E-04
156.486000061 , 42 , -6.09444000E-06 , -74.3250246305 , -29.4854679803 , +1.10264000E-04
160.210000038 , 43 , -6.05585000E-06 , -74.1668374384 , -29.4879211823 , +1.10316000E-04
163.936000109 , 44 , -6.50449000E-06 , -81.6833990148 , -29.4853399015 , +1.10628000E-04
167.661000013 , 45 , -6.55564000E-06 , -81.7301477833 , -29.487408867 , +1.10264000E-04
171.386000156 , 46 , -7.21759000E-06 , -92.0290049261 , -29.4837931034 , +1.10394000E-04
175.111000061 , 47 , -7.19797000E-06 , -92.0062955665 , -29.4825024631 , +1.10342000E-04
178.837000132 , 48 , -7.14106000E-06 , -93.892137931 , -29.4876650246 , +1.10238000E-04
182.561000109 , 49 , -7.72607000E-06 , -103.352679803 , -29.4850837438 , +1.10576000E-04
186.269999981 , 50 , -7.73356000E-06 , -103.419931034 , -29.4863743842 , +1.10355000E-04
189.978000164 , 51 , -8.40406000E-06 , -117.526837438 , -29.4879211823 , +1.10563000E-04
193.687000036 , 52 , -8.36091000E-06 , -117.286866995 , -29.4854679803 , +1.10524000E-04
197.394999981 , 53 , -7.97064000E-06 , -108.01408867 , -29.4848275862 , +1.10212000E-04
201.103000164 , 54 , -8.01272000E-06 , -108.305211823 , -29.4843054187 , +1.10498000E-04
204.811000109 , 55 , -8.36787000E-06 , -141.782729064 , -29.484955665 , +1.09926000E-04
208.519000053 , 56 , -7.53055000E-06 , -142.814768473 , -29.4853399015 , +1.10290000E-04
212.226999998 , 57 , -8.49661000E-06 , -120.801270936 , -29.4814778325 , +1.10394000E-04
215.937000036 , 58 , -8.50610000E-06 , -120.763921182 , -29.4841773399 , +1.10745000E-04
219.646000147 , 59 , -8.49609000E-06 , -120.147389163 , -29.4877931034 , +1.10550000E-04
223.354000092 , 60 , -8.08537000E-06 , -132.751369458 , -29.4852118227 , +1.09952000E-04
227.062000036 , 61 , -8.13653000E-06 , -132.75173399 , -29.4877931034 , +1.10550000E-04
230.771000147 , 62 , -7.42636000E-06 , -146.190492611 , -29.4877931034 , +1.10134000E-04
234.479000092 , 63 , -7.37240000E-06 , -146.241881773 , -29.4867586207 , +1.10368000E-04
238.187000036 , 64 , -7.35330000E-06 , -145.891073892 , -29.4822463054 , +1.10758000E-04
241.894999981 , 65 , -5.70405000E-06 , -174.945300493 , -29.4872807882 , +1.10056000E-04
245.604000092 , 66 , -5.73863000E-06 , -175.080926108 , -29.4865024631 , +1.10420000E-04
249.31400013 , 67 , -5.73529000E-06 , -175.042472906 , -29.4839211823 , +1.10394000E-04
253.023000002 , 68 , -5.68733000E-06 , -174.448640394 , -29.4893399015 , +1.10836000E-04
256.731000185 , 69 , -6.08283000E-06 , -220.918640394 , -29.4877931034 , +1.10485000E-04
260.43900013 , 70 , -6.23468000E-06 , -222.034285714 , -29.4859901478 , +1.10472000E-04
264.147000074 , 71 , -5.24056000E-06 , -192.301871921 , -29.4880492611 , +1.10563000E-04
267.857000113 , 72 , -5.27196000E-06 , -192.651330049 , -29.4862463054 , +1.10446000E-04
271.56400013 , 73 , -5.26821000E-06 , -192.862009852 , -29.4852118227 , +1.10342000E-04
