Time (s) , Counter , SQUID voltage (V) , Calculated Mod Coil Current (uA) , Calculated Squid Current (uA) , Temp Probe Voltage (V) 
175.063000202 , 47 , -4.79030000E-06 , -97.4875960591 , -24.6724630542 , +1.08690000E-04
178.787000179 , 48 , -5.45038000E-06 , -117.197034483 , -24.672591133 , +1.08508000E-04
182.493000031 , 49 , -5.48913000E-06 , -117.424433498 , -24.670137931 , +1.09055000E-04
186.200000048 , 50 , -5.52786000E-06 , -119.594935961 , -24.6724630542 , +1.08898000E-04
189.907000065 , 51 , -4.88927000E-06 , -100.28244335 , -24.6727192118 , +1.09107000E-04
193.613000154 , 52 , -4.91533000E-06 , -100.372768473 , -24.6719507389 , +1.09354000E-04
197.319000006 , 53 , -5.12635000E-06 , -106.572059113 , -24.6709162562 , +1.09016000E-04
201.026000023 , 54 , -5.19207000E-06 , -106.663724138 , -24.6738817734 , +1.08729000E-04
204.734000206 , 55 , -5.15534000E-06 , -106.855241379 , -24.6688472906 , +1.08937000E-04
208.441000223 , 56 , -5.45252000E-06 , -117.026384236 , -24.6715566502 , +1.08950000E-04
212.148000002 , 57 , -5.46039000E-06 , -116.903714286 , -24.6680788177 , +1.08898000E-04
215.854000092 , 58 , -5.20797000E-06 , -133.981399015 , -24.6714285714 , +1.09094000E-04
219.561000109 , 59 , -5.16109000E-06 , -133.872275862 , -24.6711724138 , +1.09237000E-04
223.269000053 , 60 , -5.13076000E-06 , -133.492403941 , -24.6703940887 , +1.09237000E-04
226.976000071 , 61 , -3.95353000E-06 , -221.39529064 , -24.6753004926 , +1.09367000E-04
230.683000088 , 62 , -4.03487000E-06 , -223.162502463 , -24.6719507389 , +1.09081000E-04
234.391000032 , 63 , -4.02858000E-06 , -218.060197044 , -24.6693694581 , +1.09419000E-04
238.09800005 , 64 , -4.32429000E-06 , -154.09191133 , -24.6729753695 , +1.08977000E-04
241.806000233 , 65 , -4.33592000E-06 , -153.380413793 , -24.6742660099 , +1.09107000E-04
245.515000105 , 66 , -4.39896000E-06 , -154.361438424 , -24.6720788177 , +1.08911000E-04
249.224000216 , 67 , -3.53935000E-06 , -177.680472906 , -24.6716847291 , +1.09016000E-04
252.93200016 , 68 , -3.53893000E-06 , -177.516669951 , -24.6720788177 , +1.09458000E-04
